date,location,hosp_patients,total_beds,icu_patients,total_resp,total_quarantine,total_nadzor
2021-05-02,Polska,20974,40678.0,2593.0,4248.0,141992,0
2021-05-03,Polska,20981,40585.0,2609.0,4255.0,139205,0
2021-05-04,Polska,20410,39763.0,2469.0,4227.0,139274,0
2021-05-05,Polska,19433,39168.0,2334.0,4218.0,142351,0
2021-05-06,Polska,18116,38530.0,2296.0,4148.0,142253,0
2021-05-07,Polska,17155,37326.0,2157.0,3982.0,136787,0
2021-05-08,Polska,16156,36966.0,2138.0,3892.0,124442,0
2021-05-09,Polska,15925,36660.0,2083.0,3853.0,124442,0
2021-05-10,Polska,15602,35557.0,1959.0,3767.0,117931,0
2021-05-11,Polska,14359,34799.0,1859.0,3700.0,112961,0
2021-05-12,Polska,13497,33845.0,1772.0,3634.0,115045,0
2021-05-13,Polska,12984,33221.0,1690.0,3574.0,115914,0
2021-05-14,Polska,12421,32424.0,1627.0,3495.0,115750,0
2021-05-15,Polska,11710,31269.0,1589.0,3341.0,107596,0
2021-05-16,Polska,11604,31140.0,1572.0,3333.0,100096,0
2021-05-17,Polska,11145,28493.0,1418.0,3105.0,101013,0
2021-05-18,Polska,10334,27953.0,1377.0,2992.0,98191,0
2021-05-19,Polska,9713,27373.0,1309.0,2908.0,97366,0
2021-05-20,Polska,9200,26711.0,1239.0,2852.0,96793,0
2021-05-21,Polska,8596,26333.0,1183.0,2803.0,94777,0
2021-05-22,Polska,7943,25940.0,1138.0,2766.0,86700,0
2021-05-23,Polska,7965,25932.0,1092.0,2748.0,79649,0
2021-05-24,Polska,7553,24984.0,990.0,2645.0,81603,0
2021-05-25,Polska,6295,24684.0,925.0,2624.0,77005,0
2021-05-26,Polska,6377,23857.0,873.0,2523.0,79008,0
2021-05-27,Polska,5909,23521.0,805.0,2495.0,81171,0
2021-05-28,Polska,5445,22939.0,734.0,2408.0,78901,0
2021-05-29,Polska,5125,22690.0,707.0,2383.0,73205,0
2021-05-30,Polska,5071,22684.0,681.0,2382.0,69079,0
2021-05-31,Polska,4697,21884.0,660.0,2311.0,71529,0
2021-06-01,Polska,3984,16343.0,547.0,1752.0,66209,0
2021-06-02,Polska,3734,15874.0,527.0,1702.0,64168,0
2021-06-03,Polska,3581,15633.0,510.0,1687.0,60961,0
2021-06-04,Polska,3484,15563.0,484.0,1655.0,62982,0
2021-06-05,Polska,3299,15466.0,489.0,1655.0,60495,0
2021-06-06,Polska,3183,15462.0,463.0,1659.0,58527,0
2021-06-07,Polska,2983,14841.0,412.0,1569.0,63352,0
2021-06-08,Polska,2742,14573.0,388.0,1509.0,59658,0
2021-06-09,Polska,2553,14488.0,364.0,1502.0,57127,0
2021-06-10,Polska,2359,14163.0,350.0,1450.0,56809,0
2021-06-11,Polska,2135,13665.0,313.0,1402.0,57526,0
2021-06-12,Polska,1989,13652.0,317.0,1402.0,55191,0
2021-06-13,Polska,1982,13850.0,303.0,1397.0,55463,0
2021-06-14,Polska,1962,12797.0,277.0,1303.0,60547,0
2021-06-15,Polska,1783,11926.0,265.0,1228.0,60040,0
2021-06-16,Polska,1671,11709.0,253.0,1218.0,61041,0
2021-06-17,Polska,1634,11649.0,245.0,1218.0,63472,0
2021-06-18,Polska,1534,11476.0,237.0,1195.0,64252,0
2021-06-19,Polska,1451,11436.0,238.0,1192.0,63662,0
2021-06-20,Polska,1460,11385.0,242.0,1191.0,63678,0
2021-06-21,Polska,1367,10860.0,224.0,1136.0,66894,0
2021-06-22,Polska,1307,10797.0,208.0,1120.0,61845,0
2021-06-23,Polska,1219,10689.0,201.0,1107.0,59403,0
2021-06-24,Polska,1157,10603.0,185.0,1095.0,57708,0
2021-06-25,Polska,1082,10522.0,171.0,1093.0,58801,0
2021-06-26,Polska,1050,10504.0,171.0,1092.0,60566,0
2021-06-27,Polska,1020,10504.0,163.0,1092.0,64751,0
2021-06-28,Polska,985,10353.0,171.0,1071.0,72255,0
2021-06-29,Polska,924,10344.0,153.0,1061.0,74745,0
2021-06-30,Polska,855,10277.0,130.0,1049.0,78577,0
2021-07-01,Polska,690,7552.0,103.0,722.0,84100,0
2021-07-02,Polska,616,7194.0,91.0,719.0,91819,0
2021-07-03,Polska,571,7184.0,88.0,719.0,97094,0
2021-07-04,Polska,566,7127.0,86.0,707.0,97094,0
2021-07-05,Polska,546,7095.0,78.0,706.0,104225,0
2021-07-06,Polska,504,7090.0,73.0,706.0,101915,0
2021-07-07,Polska,476,7084.0,76.0,706.0,99467,0
2021-07-08,Polska,463,7014.0,71.0,696.0,98171,0
2021-07-09,Polska,450,6959.0,70.0,686.0,98715,0
2021-07-10,Polska,426,6787.0,63.0,673.0,98523,0
2021-07-11,Polska,411,6782.0,59.0,670.0,97367,0
2021-07-12,Polska,400,6549.0,55.0,642.0,97465,0
2021-07-13,Polska,392,6518.0,57.0,648.0,92902,0
2021-07-14,Polska,388,6507.0,62.0,647.0,90470,0
2021-07-15,Polska,362,6353.0,59.0,621.0,88628,0
2021-07-16,Polska,348,6304.0,60.0,619.0,88767,0
2021-07-17,Polska,342,6299.0,60.0,618.0,88225,0
2021-07-18,Polska,342,6299.0,62.0,618.0,86921,0
2021-07-19,Polska,349,6282.0,60.0,618.0,88120,0
2021-07-20,Polska,339,6282.0,61.0,618.0,85344,0
2021-07-21,Polska,329,6218.0,54.0,616.0,84380,0
2021-07-22,Polska,324,6202.0,52.0,616.0,84546,0
2021-07-23,Polska,325,6202.0,49.0,616.0,85506,0
2021-07-24,Polska,304,6201.0,47.0,617.0,84878,0
2021-07-25,Polska,305,6201.0,45.0,616.0,83518,0
2021-07-26,Polska,309,6195.0,46.0,610.0,84492,0
2021-07-27,Polska,308,6195.0,44.0,610.0,81796,0
2021-07-28,Polska,302,6195.0,43.0,610.0,80131,0
2021-07-29,Polska,295,6184.0,38.0,601.0,79433,0
2021-07-30,Polska,278,6184.0,36.0,601.0,79794,0
2021-07-31,Polska,277,6184.0,35.0,601.0,77828,0
2021-08-01,Polska,271,6071.0,38.0,595.0,76407,0
2021-08-02,Polska,295,6077.0,40.0,595.0,77004,0
2021-08-03,Polska,292,6072.0,39.0,595.0,75282,0
2021-08-04,Polska,298,6067.0,42.0,595.0,74265,0
2021-08-05,Polska,296,6067.0,42.0,595.0,72166,0
2021-08-06,Polska,307,6057.0,44.0,585.0,72394,0
2021-08-07,Polska,310,6058.0,48.0,585.0,71091,0
2021-08-08,Polska,313,6059.0,50.0,585.0,69832,0
2021-08-09,Polska,307,6020.0,48.0,575.0,70771,0
2021-08-10,Polska,300,6020.0,44.0,575.0,68287,0
2021-08-11,Polska,313,6039.0,48.0,580.0,66847,0
2021-08-12,Polska,309,6038.0,46.0,580.0,66472,0
2021-08-13,Polska,315,6049.0,46.0,580.0,65896,0
2021-08-14,Polska,317,6039.0,45.0,580.0,63672,0
2021-08-15,Polska,317,6038.0,49.0,580.0,62393,0
2021-08-16,Polska,335,6039.0,48.0,580.0,63155,0
2021-08-17,Polska,344,6038.0,48.0,580.0,61500,0
2021-08-18,Polska,353,6002.0,46.0,580.0,60042,0
2021-08-19,Polska,359,6002.0,41.0,580.0,59999,0
2021-08-20,Polska,359,5998.0,40.0,578.0,60581,0
2021-08-21,Polska,340,5995.0,36.0,578.0,58540,0
2021-08-22,Polska,356,5995.0,38.0,578.0,57384,0
