date,year,total,age,short,location
2012-12-17,2012,9.0,Y20-39,PL43,lubuskie
2012-12-17,2012,11.0,Y20-39,PL42,zachodniopomorskie
2012-12-17,2012,30.0,Y20-39,PL22,śląskie
2012-12-17,2012,0.0,UNK,PL81,lubelskie
2012-12-17,2012,230.0,Y20-39,PL,Polska
2012-12-17,2012,0.0,UNK,PL9,mazowieckie
2012-12-17,2012,0.0,UNK,PL84,podlaskie
2012-12-17,2012,0.0,UNK,PL82,podkarpackie
2012-12-17,2012,8.0,Y20-39,PL52,opolskie
2012-12-17,2012,12.0,Y20-39,PL21,małopolskie
2012-12-17,2012,14.0,Y20-39,PL61,kujawsko-pomorskie
2012-12-17,2012,6.0,Y20-39,PL84,podlaskie
2012-12-17,2012,100.0,Y40-59,PL51,dolnośląskie
2012-12-17,2012,16.0,Y20-39,PL71,łódzkie
2012-12-17,2012,7.0,Y20-39,PL72,świętokrzyskie
2012-12-17,2012,15.0,Y20-39,PL81,lubelskie
2012-12-17,2012,9.0,Y20-39,PL82,podkarpackie
2012-12-17,2012,36.0,Y20-39,PL9,mazowieckie
2012-12-17,2012,1319.0,Y40-59,PL,Polska
2012-12-17,2012,84.0,Y40-59,PL21,małopolskie
2012-12-17,2012,176.0,Y40-59,PL22,śląskie
2012-12-17,2012,100.0,Y40-59,PL41,wielkopolskie
2012-12-17,2012,68.0,Y40-59,PL42,zachodniopomorskie
2012-12-17,2012,30.0,Y40-59,PL43,lubuskie
2012-12-17,2012,6.0,Y20-39,PL62,warmińsko-mazurskie
2012-12-17,2012,0.0,UNK,PL72,świętokrzyskie
2012-12-17,2012,8247.0,TOTAL,PL,Polska
2012-12-17,2012,0.0,UNK,PL63,pomorskie
2012-12-17,2012,602.0,TOTAL,PL21,małopolskie
2012-12-17,2012,992.0,TOTAL,PL22,śląskie
2012-12-17,2012,693.0,TOTAL,PL41,wielkopolskie
2012-12-17,2012,328.0,TOTAL,PL42,zachodniopomorskie
2012-12-17,2012,218.0,TOTAL,PL43,lubuskie
2012-12-17,2012,660.0,TOTAL,PL51,dolnośląskie
2012-12-17,2012,259.0,TOTAL,PL52,opolskie
2012-12-17,2012,455.0,TOTAL,PL61,kujawsko-pomorskie
2012-12-17,2012,285.0,TOTAL,PL62,warmińsko-mazurskie
2012-12-17,2012,433.0,TOTAL,PL63,pomorskie
2012-12-17,2012,666.0,TOTAL,PL71,łódzkie
2012-12-17,2012,281.0,TOTAL,PL72,świętokrzyskie
2012-12-17,2012,0.0,UNK,PL71,łódzkie
2012-12-17,2012,479.0,TOTAL,PL81,lubelskie
2012-12-17,2012,258.0,TOTAL,PL84,podlaskie
2012-12-17,2012,1251.0,TOTAL,PL9,mazowieckie
2012-12-17,2012,0.0,UNK,PL,Polska
2012-12-17,2012,0.0,UNK,PL21,małopolskie
2012-12-17,2012,0.0,UNK,PL22,śląskie
2012-12-17,2012,0.0,UNK,PL41,wielkopolskie
2012-12-17,2012,0.0,UNK,PL42,zachodniopomorskie
2012-12-17,2012,0.0,UNK,PL43,lubuskie
2012-12-17,2012,0.0,UNK,PL51,dolnośląskie
2012-12-17,2012,0.0,UNK,PL52,opolskie
2012-12-17,2012,0.0,UNK,PL61,kujawsko-pomorskie
2012-12-17,2012,0.0,UNK,PL62,warmińsko-mazurskie
2012-12-17,2012,387.0,TOTAL,PL82,podkarpackie
2012-12-17,2012,30.0,Y40-59,PL52,opolskie
2012-12-17,2012,11.0,Y20-39,PL63,pomorskie
2012-12-17,2012,52.0,Y40-59,PL62,warmińsko-mazurskie
2012-12-17,2012,97.0,Y_GE80,PL52,opolskie
2012-12-17,2012,172.0,Y_GE80,PL61,kujawsko-pomorskie
2012-12-17,2012,116.0,Y_GE80,PL62,warmińsko-mazurskie
2012-12-17,2012,173.0,Y_GE80,PL63,pomorskie
2012-12-17,2012,250.0,Y_GE80,PL71,łódzkie
2012-12-17,2012,126.0,Y_GE80,PL72,świętokrzyskie
2012-12-17,2012,207.0,Y_GE80,PL81,lubelskie
2012-12-17,2012,173.0,Y_GE80,PL82,podkarpackie
2012-12-17,2012,106.0,Y_GE80,PL84,podlaskie
2012-12-17,2012,514.0,Y_GE80,PL9,mazowieckie
2012-12-17,2012,68.0,Y_LT20,PL,Polska
2012-12-17,2012,5.0,Y_LT20,PL21,małopolskie
2012-12-17,2012,7.0,Y_LT20,PL22,śląskie
2012-12-17,2012,10.0,Y_LT20,PL41,wielkopolskie
2012-12-17,2012,4.0,Y_LT20,PL42,zachodniopomorskie
2012-12-17,2012,2.0,Y_LT20,PL43,lubuskie
2012-12-17,2012,6.0,Y_LT20,PL51,dolnośląskie
2012-12-17,2012,2.0,Y_LT20,PL52,opolskie
2012-12-17,2012,2.0,Y_LT20,PL61,kujawsko-pomorskie
2012-12-17,2012,1.0,Y_LT20,PL62,warmińsko-mazurskie
2012-12-17,2012,4.0,Y_LT20,PL63,pomorskie
2012-12-17,2012,5.0,Y_LT20,PL71,łódzkie
2012-12-17,2012,1.0,Y_LT20,PL72,świętokrzyskie
2012-12-17,2012,5.0,Y_LT20,PL81,lubelskie
2012-12-17,2012,1.0,Y_LT20,PL82,podkarpackie
2012-12-17,2012,2.0,Y_LT20,PL84,podlaskie
2012-12-17,2012,11.0,Y_LT20,PL9,mazowieckie
2012-12-17,2012,279.0,Y_GE80,PL51,dolnośląskie
2012-12-17,2012,80.0,Y_GE80,PL43,lubuskie
2012-12-17,2012,81.0,Y40-59,PL61,kujawsko-pomorskie
2012-12-17,2012,263.0,Y_GE80,PL41,wielkopolskie
2012-12-17,2012,70.0,Y40-59,PL63,pomorskie
2012-12-17,2012,130.0,Y40-59,PL71,łódzkie
2012-12-17,2012,37.0,Y40-59,PL72,świętokrzyskie
2012-12-17,2012,67.0,Y40-59,PL81,lubelskie
2012-12-17,2012,56.0,Y40-59,PL82,podkarpackie
2012-12-17,2012,47.0,Y40-59,PL84,podlaskie
2012-12-17,2012,191.0,Y40-59,PL9,mazowieckie
2012-12-17,2012,3336.0,Y60-79,PL,Polska
2012-12-17,2012,240.0,Y60-79,PL21,małopolskie
2012-12-17,2012,425.0,Y60-79,PL22,śląskie
2012-12-17,2012,302.0,Y60-79,PL41,wielkopolskie
2012-12-17,2012,122.0,Y60-79,PL42,zachodniopomorskie
2012-12-17,2012,97.0,Y60-79,PL43,lubuskie
2012-12-17,2012,123.0,Y_GE80,PL42,zachodniopomorskie
2012-12-17,2012,122.0,Y60-79,PL52,opolskie
2012-12-17,2012,354.0,Y_GE80,PL22,śląskie
2012-12-17,2012,261.0,Y_GE80,PL21,małopolskie
2012-12-17,2012,3294.0,Y_GE80,PL,Polska
2012-12-17,2012,253.0,Y60-79,PL51,dolnośląskie
2012-12-17,2012,97.0,Y60-79,PL84,podlaskie
2012-12-17,2012,148.0,Y60-79,PL82,podkarpackie
2012-12-17,2012,499.0,Y60-79,PL9,mazowieckie
2012-12-17,2012,110.0,Y60-79,PL72,świętokrzyskie
2012-12-17,2012,265.0,Y60-79,PL71,łódzkie
2012-12-17,2012,175.0,Y60-79,PL63,pomorskie
2012-12-17,2012,110.0,Y60-79,PL62,warmińsko-mazurskie
2012-12-17,2012,186.0,Y60-79,PL61,kujawsko-pomorskie
2012-12-17,2012,185.0,Y60-79,PL81,lubelskie
2012-12-24,2012,15.0,Y20-39,PL51,dolnośląskie
2012-12-24,2012,6.0,Y20-39,PL43,lubuskie
2012-12-24,2012,15.0,Y20-39,PL42,zachodniopomorskie
2012-12-24,2012,25.0,Y20-39,PL41,wielkopolskie
2012-12-24,2012,32.0,Y20-39,PL22,śląskie
2012-12-24,2012,0.0,UNK,PL81,lubelskie
2012-12-24,2012,259.0,Y20-39,PL,Polska
2012-12-24,2012,0.0,UNK,PL9,mazowieckie
2012-12-24,2012,0.0,UNK,PL84,podlaskie
2012-12-24,2012,0.0,UNK,PL82,podkarpackie
2012-12-24,2012,7.0,Y20-39,PL52,opolskie
2012-12-24,2012,13.0,Y20-39,PL21,małopolskie
2012-12-24,2012,13.0,Y20-39,PL61,kujawsko-pomorskie
2012-12-24,2012,35.0,Y20-39,PL9,mazowieckie
2012-12-24,2012,23.0,Y20-39,PL71,łódzkie
2012-12-24,2012,11.0,Y20-39,PL72,świętokrzyskie
2012-12-24,2012,18.0,Y20-39,PL81,lubelskie
2012-12-24,2012,15.0,Y20-39,PL82,podkarpackie
2012-12-24,2012,9.0,Y20-39,PL84,podlaskie
2012-12-24,2012,1417.0,Y40-59,PL,Polska
2012-12-24,2012,96.0,Y40-59,PL21,małopolskie
2012-12-24,2012,191.0,Y40-59,PL22,śląskie
2012-12-24,2012,99.0,Y40-59,PL41,wielkopolskie
2012-12-24,2012,76.0,Y40-59,PL42,zachodniopomorskie
2012-12-24,2012,46.0,Y40-59,PL43,lubuskie
2012-12-24,2012,0.0,UNK,PL72,świętokrzyskie
2012-12-24,2012,10.0,Y20-39,PL63,pomorskie
2012-12-24,2012,0.0,UNK,PL71,łódzkie
2012-12-24,2012,432.0,TOTAL,PL82,podkarpackie
2012-12-24,2012,0.0,UNK,PL62,warmińsko-mazurskie
2012-12-24,2012,9049.0,TOTAL,PL,Polska
2012-12-24,2012,678.0,TOTAL,PL21,małopolskie
2012-12-24,2012,1095.0,TOTAL,PL22,śląskie
2012-12-24,2012,755.0,TOTAL,PL41,wielkopolskie
2012-12-24,2012,407.0,TOTAL,PL42,zachodniopomorskie
2012-12-24,2012,216.0,TOTAL,PL43,lubuskie
2012-12-24,2012,694.0,TOTAL,PL51,dolnośląskie
2012-12-24,2012,265.0,TOTAL,PL52,opolskie
2012-12-24,2012,502.0,TOTAL,PL61,kujawsko-pomorskie
2012-12-24,2012,314.0,TOTAL,PL62,warmińsko-mazurskie
2012-12-24,2012,503.0,TOTAL,PL63,pomorskie
2012-12-24,2012,682.0,TOTAL,PL71,łódzkie
2012-12-24,2012,0.0,UNK,PL63,pomorskie
2012-12-24,2012,311.0,TOTAL,PL72,świętokrzyskie
2012-12-24,2012,105.0,Y40-59,PL51,dolnośląskie
2012-12-24,2012,246.0,TOTAL,PL84,podlaskie
2012-12-24,2012,1408.0,TOTAL,PL9,mazowieckie
2012-12-24,2012,0.0,UNK,PL,Polska
2012-12-24,2012,0.0,UNK,PL21,małopolskie
2012-12-24,2012,0.0,UNK,PL22,śląskie
2012-12-24,2012,0.0,UNK,PL41,wielkopolskie
2012-12-24,2012,0.0,UNK,PL42,zachodniopomorskie
2012-12-24,2012,0.0,UNK,PL43,lubuskie
2012-12-24,2012,0.0,UNK,PL51,dolnośląskie
2012-12-24,2012,0.0,UNK,PL52,opolskie
2012-12-24,2012,0.0,UNK,PL61,kujawsko-pomorskie
2012-12-24,2012,541.0,TOTAL,PL81,lubelskie
2012-12-24,2012,38.0,Y40-59,PL52,opolskie
2012-12-24,2012,12.0,Y20-39,PL62,warmińsko-mazurskie
2012-12-24,2012,48.0,Y40-59,PL62,warmińsko-mazurskie
2012-12-24,2012,94.0,Y_GE80,PL52,opolskie
2012-12-24,2012,197.0,Y_GE80,PL61,kujawsko-pomorskie
2012-12-24,2012,126.0,Y_GE80,PL62,warmińsko-mazurskie
2012-12-24,2012,197.0,Y_GE80,PL63,pomorskie
2012-12-24,2012,254.0,Y_GE80,PL71,łódzkie
2012-12-24,2012,141.0,Y_GE80,PL72,świętokrzyskie
2012-12-24,2012,233.0,Y_GE80,PL81,lubelskie
2012-12-24,2012,167.0,Y_GE80,PL82,podkarpackie
2012-12-24,2012,109.0,Y_GE80,PL84,podlaskie
2012-12-24,2012,613.0,Y_GE80,PL9,mazowieckie
2012-12-24,2012,70.0,Y_LT20,PL,Polska
2012-12-24,2012,4.0,Y_LT20,PL21,małopolskie
2012-12-24,2012,12.0,Y_LT20,PL22,śląskie
2012-12-24,2012,9.0,Y_LT20,PL41,wielkopolskie
2012-12-24,2012,3.0,Y_LT20,PL42,zachodniopomorskie
2012-12-24,2012,2.0,Y_LT20,PL43,lubuskie
2012-12-24,2012,3.0,Y_LT20,PL51,dolnośląskie
2012-12-24,2012,3.0,Y_LT20,PL52,opolskie
2012-12-24,2012,5.0,Y_LT20,PL61,kujawsko-pomorskie
2012-12-24,2012,1.0,Y_LT20,PL62,warmińsko-mazurskie
2012-12-24,2012,0.0,Y_LT20,PL63,pomorskie
2012-12-24,2012,5.0,Y_LT20,PL71,łódzkie
2012-12-24,2012,0.0,Y_LT20,PL72,świętokrzyskie
2012-12-24,2012,6.0,Y_LT20,PL81,lubelskie
2012-12-24,2012,2.0,Y_LT20,PL82,podkarpackie
2012-12-24,2012,3.0,Y_LT20,PL84,podlaskie
2012-12-24,2012,81.0,Y40-59,PL61,kujawsko-pomorskie
2012-12-24,2012,289.0,Y_GE80,PL51,dolnośląskie
2012-12-24,2012,79.0,Y_GE80,PL43,lubuskie
2012-12-24,2012,12.0,Y_LT20,PL9,mazowieckie
2012-12-24,2012,327.0,Y_GE80,PL41,wielkopolskie
2012-12-24,2012,155.0,Y_GE80,PL42,zachodniopomorskie
2012-12-24,2012,123.0,Y40-59,PL71,łódzkie
2012-12-24,2012,51.0,Y40-59,PL72,świętokrzyskie
2012-12-24,2012,83.0,Y40-59,PL81,lubelskie
2012-12-24,2012,53.0,Y40-59,PL82,podkarpackie
2012-12-24,2012,38.0,Y40-59,PL84,podlaskie
2012-12-24,2012,219.0,Y40-59,PL9,mazowieckie
2012-12-24,2012,3647.0,Y60-79,PL,Polska
2012-12-24,2012,274.0,Y60-79,PL21,małopolskie
2012-12-24,2012,476.0,Y60-79,PL22,śląskie
2012-12-24,2012,295.0,Y60-79,PL41,wielkopolskie
2012-12-24,2012,158.0,Y60-79,PL42,zachodniopomorskie
2012-12-24,2012,83.0,Y60-79,PL43,lubuskie
2012-12-24,2012,282.0,Y60-79,PL51,dolnośląskie
2012-12-24,2012,70.0,Y40-59,PL63,pomorskie
2012-12-24,2012,123.0,Y60-79,PL52,opolskie
2012-12-24,2012,384.0,Y_GE80,PL22,śląskie
2012-12-24,2012,291.0,Y_GE80,PL21,małopolskie
2012-12-24,2012,3656.0,Y_GE80,PL,Polska
2012-12-24,2012,529.0,Y60-79,PL9,mazowieckie
2012-12-24,2012,195.0,Y60-79,PL82,podkarpackie
2012-12-24,2012,87.0,Y60-79,PL84,podlaskie
2012-12-24,2012,108.0,Y60-79,PL72,świętokrzyskie
2012-12-24,2012,277.0,Y60-79,PL71,łódzkie
2012-12-24,2012,226.0,Y60-79,PL63,pomorskie
2012-12-24,2012,127.0,Y60-79,PL62,warmińsko-mazurskie
2012-12-24,2012,206.0,Y60-79,PL61,kujawsko-pomorskie
2012-12-24,2012,201.0,Y60-79,PL81,lubelskie
2013-01-07,2013,14.0,Y20-39,PL42,zachodniopomorskie
2013-01-07,2013,10.0,Y20-39,PL52,opolskie
2013-01-07,2013,22.0,Y20-39,PL51,dolnośląskie
2013-01-07,2013,3.0,Y20-39,PL43,lubuskie
2013-01-07,2013,20.0,Y20-39,PL41,wielkopolskie
2013-01-07,2013,0.0,UNK,PL82,podkarpackie
2013-01-07,2013,19.0,Y20-39,PL21,małopolskie
2013-01-07,2013,251.0,Y20-39,PL,Polska
2013-01-07,2013,0.0,UNK,PL9,mazowieckie
2013-01-07,2013,0.0,UNK,PL84,podlaskie
2013-01-07,2013,30.0,Y20-39,PL22,śląskie
2013-01-07,2013,9.0,Y20-39,PL61,kujawsko-pomorskie
2013-01-07,2013,13.0,Y20-39,PL82,podkarpackie
2013-01-07,2013,8.0,Y20-39,PL63,pomorskie
2013-01-07,2013,20.0,Y20-39,PL71,łódzkie
2013-01-07,2013,8.0,Y20-39,PL72,świętokrzyskie
2013-01-07,2013,13.0,Y20-39,PL81,lubelskie
2013-01-07,2013,32.0,Y40-59,PL43,lubuskie
2013-01-07,2013,7.0,Y20-39,PL84,podlaskie
2013-01-07,2013,44.0,Y20-39,PL9,mazowieckie
2013-01-07,2013,1428.0,Y40-59,PL,Polska
2013-01-07,2013,114.0,Y40-59,PL21,małopolskie
2013-01-07,2013,208.0,Y40-59,PL22,śląskie
2013-01-07,2013,109.0,Y40-59,PL41,wielkopolskie
2013-01-07,2013,85.0,Y40-59,PL42,zachodniopomorskie
2013-01-07,2013,0.0,UNK,PL81,lubelskie
2013-01-07,2013,11.0,Y20-39,PL62,warmińsko-mazurskie
2013-01-07,2013,0.0,UNK,PL72,świętokrzyskie
2013-01-07,2013,450.0,TOTAL,PL82,podkarpackie
2013-01-07,2013,0.0,UNK,PL63,pomorskie
2013-01-07,2013,109.0,Y40-59,PL51,dolnośląskie
2013-01-07,2013,9309.0,TOTAL,PL,Polska
2013-01-07,2013,722.0,TOTAL,PL21,małopolskie
2013-01-07,2013,1197.0,TOTAL,PL22,śląskie
2013-01-07,2013,788.0,TOTAL,PL41,wielkopolskie
2013-01-07,2013,402.0,TOTAL,PL42,zachodniopomorskie
2013-01-07,2013,201.0,TOTAL,PL43,lubuskie
2013-01-07,2013,760.0,TOTAL,PL51,dolnośląskie
2013-01-07,2013,262.0,TOTAL,PL52,opolskie
2013-01-07,2013,460.0,TOTAL,PL61,kujawsko-pomorskie
2013-01-07,2013,329.0,TOTAL,PL62,warmińsko-mazurskie
2013-01-07,2013,498.0,TOTAL,PL63,pomorskie
2013-01-07,2013,693.0,TOTAL,PL71,łódzkie
2013-01-07,2013,335.0,TOTAL,PL72,świętokrzyskie
2013-01-07,2013,542.0,TOTAL,PL81,lubelskie
2013-01-07,2013,295.0,TOTAL,PL84,podlaskie
2013-01-07,2013,1375.0,TOTAL,PL9,mazowieckie
2013-01-07,2013,0.0,UNK,PL,Polska
2013-01-07,2013,0.0,UNK,PL21,małopolskie
2013-01-07,2013,0.0,UNK,PL22,śląskie
2013-01-07,2013,0.0,UNK,PL41,wielkopolskie
2013-01-07,2013,0.0,UNK,PL42,zachodniopomorskie
2013-01-07,2013,0.0,UNK,PL43,lubuskie
2013-01-07,2013,0.0,UNK,PL51,dolnośląskie
2013-01-07,2013,0.0,UNK,PL52,opolskie
2013-01-07,2013,0.0,UNK,PL61,kujawsko-pomorskie
2013-01-07,2013,0.0,UNK,PL62,warmińsko-mazurskie
2013-01-07,2013,0.0,UNK,PL71,łódzkie
2013-01-07,2013,31.0,Y40-59,PL52,opolskie
2013-01-07,2013,6.0,Y_LT20,PL21,małopolskie
2013-01-07,2013,56.0,Y40-59,PL62,warmińsko-mazurskie
2013-01-07,2013,104.0,Y_GE80,PL52,opolskie
2013-01-07,2013,193.0,Y_GE80,PL61,kujawsko-pomorskie
2013-01-07,2013,122.0,Y_GE80,PL62,warmińsko-mazurskie
2013-01-07,2013,215.0,Y_GE80,PL63,pomorskie
2013-01-07,2013,279.0,Y_GE80,PL71,łódzkie
2013-01-07,2013,150.0,Y_GE80,PL72,świętokrzyskie
2013-01-07,2013,250.0,Y_GE80,PL81,lubelskie
2013-01-07,2013,207.0,Y_GE80,PL82,podkarpackie
2013-01-07,2013,143.0,Y_GE80,PL84,podlaskie
2013-01-07,2013,590.0,Y_GE80,PL9,mazowieckie
2013-01-07,2013,70.0,Y_LT20,PL,Polska
2013-01-07,2013,9.0,Y_LT20,PL22,śląskie
2013-01-07,2013,317.0,Y_GE80,PL51,dolnośląskie
2013-01-07,2013,7.0,Y_LT20,PL41,wielkopolskie
2013-01-07,2013,2.0,Y_LT20,PL43,lubuskie
2013-01-07,2013,9.0,Y_LT20,PL51,dolnośląskie
2013-01-07,2013,2.0,Y_LT20,PL52,opolskie
2013-01-07,2013,0.0,Y_LT20,PL61,kujawsko-pomorskie
2013-01-07,2013,3.0,Y_LT20,PL62,warmińsko-mazurskie
2013-01-07,2013,7.0,Y_LT20,PL63,pomorskie
2013-01-07,2013,10.0,Y_LT20,PL71,łódzkie
2013-01-07,2013,0.0,Y_LT20,PL72,świętokrzyskie
2013-01-07,2013,2.0,Y_LT20,PL81,lubelskie
2013-01-07,2013,2.0,Y_LT20,PL82,podkarpackie
2013-01-07,2013,2.0,Y_LT20,PL84,podlaskie
2013-01-07,2013,59.0,Y40-59,PL61,kujawsko-pomorskie
2013-01-07,2013,3.0,Y_LT20,PL42,zachodniopomorskie
2013-01-07,2013,73.0,Y_GE80,PL43,lubuskie
2013-01-07,2013,6.0,Y_LT20,PL9,mazowieckie
2013-01-07,2013,316.0,Y_GE80,PL41,wielkopolskie
2013-01-07,2013,134.0,Y_GE80,PL42,zachodniopomorskie
2013-01-07,2013,124.0,Y40-59,PL71,łódzkie
2013-01-07,2013,44.0,Y40-59,PL72,świętokrzyskie
2013-01-07,2013,65.0,Y40-59,PL81,lubelskie
2013-01-07,2013,60.0,Y40-59,PL82,podkarpackie
2013-01-07,2013,36.0,Y40-59,PL84,podlaskie
2013-01-07,2013,219.0,Y40-59,PL9,mazowieckie
2013-01-07,2013,3730.0,Y60-79,PL,Polska
2013-01-07,2013,265.0,Y60-79,PL21,małopolskie
2013-01-07,2013,531.0,Y60-79,PL22,śląskie
2013-01-07,2013,336.0,Y60-79,PL41,wielkopolskie
2013-01-07,2013,166.0,Y60-79,PL42,zachodniopomorskie
2013-01-07,2013,91.0,Y60-79,PL43,lubuskie
2013-01-07,2013,303.0,Y60-79,PL51,dolnośląskie
2013-01-07,2013,77.0,Y40-59,PL63,pomorskie
2013-01-07,2013,107.0,Y60-79,PL84,podlaskie
2013-01-07,2013,199.0,Y60-79,PL61,kujawsko-pomorskie
2013-01-07,2013,137.0,Y60-79,PL62,warmińsko-mazurskie
2013-01-07,2013,191.0,Y60-79,PL63,pomorskie
2013-01-07,2013,260.0,Y60-79,PL71,łódzkie
2013-01-07,2013,133.0,Y60-79,PL72,świętokrzyskie
2013-01-07,2013,212.0,Y60-79,PL81,lubelskie
2013-01-07,2013,168.0,Y60-79,PL82,podkarpackie
2013-01-07,2013,115.0,Y60-79,PL52,opolskie
2013-01-07,2013,516.0,Y60-79,PL9,mazowieckie
2013-01-07,2013,3830.0,Y_GE80,PL,Polska
2013-01-07,2013,318.0,Y_GE80,PL21,małopolskie
2013-01-07,2013,419.0,Y_GE80,PL22,śląskie
2013-01-14,2013,10.0,Y20-39,PL43,lubuskie
2013-01-14,2013,32.0,Y40-59,PL43,lubuskie
2013-01-14,2013,2.0,Y20-39,PL52,opolskie
2013-01-14,2013,12.0,Y20-39,PL51,dolnośląskie
2013-01-14,2013,5.0,Y20-39,PL42,zachodniopomorskie
2013-01-14,2013,0.0,UNK,PL82,podkarpackie
2013-01-14,2013,31.0,Y20-39,PL22,śląskie
2013-01-14,2013,17.0,Y20-39,PL21,małopolskie
2013-01-14,2013,211.0,Y20-39,PL,Polska
2013-01-14,2013,0.0,UNK,PL9,mazowieckie
2013-01-14,2013,0.0,UNK,PL84,podlaskie
2013-01-14,2013,20.0,Y20-39,PL41,wielkopolskie
2013-01-14,2013,8.0,Y20-39,PL61,kujawsko-pomorskie
2013-01-14,2013,11.0,Y20-39,PL82,podkarpackie
2013-01-14,2013,7.0,Y20-39,PL63,pomorskie
2013-01-14,2013,17.0,Y20-39,PL71,łódzkie
2013-01-14,2013,8.0,Y20-39,PL72,świętokrzyskie
2013-01-14,2013,14.0,Y20-39,PL81,lubelskie
2013-01-14,2013,9.0,Y20-39,PL84,podlaskie
2013-01-14,2013,29.0,Y20-39,PL9,mazowieckie
2013-01-14,2013,1350.0,Y40-59,PL,Polska
2013-01-14,2013,91.0,Y40-59,PL21,małopolskie
2013-01-14,2013,185.0,Y40-59,PL22,śląskie
2013-01-14,2013,104.0,Y40-59,PL41,wielkopolskie
2013-01-14,2013,57.0,Y40-59,PL42,zachodniopomorskie
2013-01-14,2013,0.0,UNK,PL81,lubelskie
2013-01-14,2013,11.0,Y20-39,PL62,warmińsko-mazurskie
2013-01-14,2013,0.0,UNK,PL72,świętokrzyskie
2013-01-14,2013,463.0,TOTAL,PL82,podkarpackie
2013-01-14,2013,0.0,UNK,PL63,pomorskie
2013-01-14,2013,122.0,Y40-59,PL51,dolnośląskie
2013-01-14,2013,9030.0,TOTAL,PL,Polska
2013-01-14,2013,653.0,TOTAL,PL21,małopolskie
2013-01-14,2013,1132.0,TOTAL,PL22,śląskie
2013-01-14,2013,788.0,TOTAL,PL41,wielkopolskie
2013-01-14,2013,374.0,TOTAL,PL42,zachodniopomorskie
2013-01-14,2013,214.0,TOTAL,PL43,lubuskie
2013-01-14,2013,720.0,TOTAL,PL51,dolnośląskie
2013-01-14,2013,259.0,TOTAL,PL52,opolskie
2013-01-14,2013,503.0,TOTAL,PL61,kujawsko-pomorskie
2013-01-14,2013,336.0,TOTAL,PL62,warmińsko-mazurskie
2013-01-14,2013,473.0,TOTAL,PL63,pomorskie
2013-01-14,2013,691.0,TOTAL,PL71,łódzkie
2013-01-14,2013,346.0,TOTAL,PL72,świętokrzyskie
2013-01-14,2013,514.0,TOTAL,PL81,lubelskie
2013-01-14,2013,300.0,TOTAL,PL84,podlaskie
2013-01-14,2013,1264.0,TOTAL,PL9,mazowieckie
2013-01-14,2013,0.0,UNK,PL,Polska
2013-01-14,2013,0.0,UNK,PL21,małopolskie
2013-01-14,2013,0.0,UNK,PL22,śląskie
2013-01-14,2013,0.0,UNK,PL41,wielkopolskie
2013-01-14,2013,0.0,UNK,PL42,zachodniopomorskie
2013-01-14,2013,0.0,UNK,PL43,lubuskie
2013-01-14,2013,0.0,UNK,PL51,dolnośląskie
2013-01-14,2013,0.0,UNK,PL52,opolskie
2013-01-14,2013,0.0,UNK,PL61,kujawsko-pomorskie
2013-01-14,2013,0.0,UNK,PL62,warmińsko-mazurskie
2013-01-14,2013,0.0,UNK,PL71,łódzkie
2013-01-14,2013,39.0,Y40-59,PL52,opolskie
2013-01-14,2013,6.0,Y_LT20,PL21,małopolskie
2013-01-14,2013,46.0,Y40-59,PL62,warmińsko-mazurskie
2013-01-14,2013,113.0,Y_GE80,PL52,opolskie
2013-01-14,2013,199.0,Y_GE80,PL61,kujawsko-pomorskie
2013-01-14,2013,131.0,Y_GE80,PL62,warmińsko-mazurskie
2013-01-14,2013,182.0,Y_GE80,PL63,pomorskie
2013-01-14,2013,285.0,Y_GE80,PL71,łódzkie
2013-01-14,2013,148.0,Y_GE80,PL72,świętokrzyskie
2013-01-14,2013,231.0,Y_GE80,PL81,lubelskie
2013-01-14,2013,199.0,Y_GE80,PL82,podkarpackie
2013-01-14,2013,139.0,Y_GE80,PL84,podlaskie
2013-01-14,2013,527.0,Y_GE80,PL9,mazowieckie
2013-01-14,2013,70.0,Y_LT20,PL,Polska
2013-01-14,2013,9.0,Y_LT20,PL9,mazowieckie
2013-01-14,2013,293.0,Y_GE80,PL51,dolnośląskie
2013-01-14,2013,6.0,Y_LT20,PL22,śląskie
2013-01-14,2013,4.0,Y_LT20,PL42,zachodniopomorskie
2013-01-14,2013,3.0,Y_LT20,PL43,lubuskie
2013-01-14,2013,3.0,Y_LT20,PL51,dolnośląskie
2013-01-14,2013,2.0,Y_LT20,PL52,opolskie
2013-01-14,2013,5.0,Y_LT20,PL61,kujawsko-pomorskie
2013-01-14,2013,4.0,Y_LT20,PL62,warmińsko-mazurskie
2013-01-14,2013,4.0,Y_LT20,PL63,pomorskie
2013-01-14,2013,2.0,Y_LT20,PL71,łódzkie
2013-01-14,2013,2.0,Y_LT20,PL72,świętokrzyskie
2013-01-14,2013,2.0,Y_LT20,PL81,lubelskie
2013-01-14,2013,4.0,Y_LT20,PL82,podkarpackie
2013-01-14,2013,5.0,Y_LT20,PL84,podlaskie
2013-01-14,2013,9.0,Y_LT20,PL41,wielkopolskie
2013-01-14,2013,91.0,Y_GE80,PL43,lubuskie
2013-01-14,2013,63.0,Y40-59,PL61,kujawsko-pomorskie
2013-01-14,2013,349.0,Y_GE80,PL41,wielkopolskie
2013-01-14,2013,71.0,Y40-59,PL63,pomorskie
2013-01-14,2013,115.0,Y40-59,PL71,łódzkie
