date,year,total,age,short,location
2017-01-30,2017,252.0,Y_GE80,PL61,kujawsko-pomorskie
2017-01-30,2017,176.0,Y_GE80,PL62,warmińsko-mazurskie
2017-01-30,2017,223.0,Y_GE80,PL63,pomorskie
2017-01-30,2017,395.0,Y_GE80,PL71,łódzkie
2017-01-30,2017,182.0,Y_GE80,PL72,świętokrzyskie
2017-01-30,2017,261.0,Y_GE80,PL81,lubelskie
2017-01-30,2017,262.0,Y_GE80,PL82,podkarpackie
2017-01-30,2017,198.0,Y_GE80,PL84,podlaskie
2017-01-30,2017,680.0,Y_GE80,PL9,mazowieckie
2017-01-30,2017,59.0,Y_LT20,PL,Polska
2017-01-30,2017,8.0,Y_LT20,PL21,małopolskie
2017-01-30,2017,7.0,Y_LT20,PL22,śląskie
2017-01-30,2017,4.0,Y_LT20,PL41,wielkopolskie
2017-01-30,2017,4.0,Y_LT20,PL42,zachodniopomorskie
2017-01-30,2017,3.0,Y_LT20,PL43,lubuskie
2017-01-30,2017,4.0,Y_LT20,PL51,dolnośląskie
2017-01-30,2017,2.0,Y_LT20,PL52,opolskie
2017-01-30,2017,2.0,Y_LT20,PL61,kujawsko-pomorskie
2017-01-30,2017,1.0,Y_LT20,PL62,warmińsko-mazurskie
2017-01-30,2017,4.0,Y_LT20,PL63,pomorskie
2017-01-30,2017,4.0,Y_LT20,PL71,łódzkie
2017-01-30,2017,2.0,Y_LT20,PL72,świętokrzyskie
2017-01-30,2017,2.0,Y_LT20,PL81,lubelskie
2017-01-30,2017,1.0,Y_LT20,PL82,podkarpackie
2017-01-30,2017,76.0,Y40-59,PL61,kujawsko-pomorskie
2017-01-30,2017,8.0,Y_LT20,PL9,mazowieckie
2017-01-30,2017,419.0,Y_GE80,PL51,dolnośląskie
2017-01-30,2017,114.0,Y_GE80,PL43,lubuskie
2017-01-30,2017,3.0,Y_LT20,PL84,podlaskie
2017-01-30,2017,407.0,Y_GE80,PL41,wielkopolskie
2017-01-30,2017,180.0,Y_GE80,PL42,zachodniopomorskie
2017-01-30,2017,52.0,Y40-59,PL63,pomorskie
2017-01-30,2017,31.0,Y40-59,PL72,świętokrzyskie
2017-01-30,2017,61.0,Y40-59,PL81,lubelskie
2017-01-30,2017,42.0,Y40-59,PL82,podkarpackie
2017-01-30,2017,23.0,Y40-59,PL84,podlaskie
2017-01-30,2017,123.0,Y40-59,PL9,mazowieckie
2017-01-30,2017,3823.0,Y60-79,PL,Polska
2017-01-30,2017,279.0,Y60-79,PL21,małopolskie
2017-01-30,2017,547.0,Y60-79,PL22,śląskie
2017-01-30,2017,318.0,Y60-79,PL41,wielkopolskie
2017-01-30,2017,169.0,Y60-79,PL42,zachodniopomorskie
2017-01-30,2017,119.0,Y60-79,PL43,lubuskie
2017-01-30,2017,82.0,Y40-59,PL71,łódzkie
2017-01-30,2017,161.0,Y60-79,PL82,podkarpackie
2017-01-30,2017,130.0,Y60-79,PL52,opolskie
2017-01-30,2017,213.0,Y60-79,PL61,kujawsko-pomorskie
2017-01-30,2017,163.0,Y60-79,PL62,warmińsko-mazurskie
2017-01-30,2017,193.0,Y60-79,PL63,pomorskie
2017-01-30,2017,307.0,Y60-79,PL71,łódzkie
2017-01-30,2017,121.0,Y60-79,PL72,świętokrzyskie
2017-01-30,2017,165.0,Y60-79,PL81,lubelskie
2017-01-30,2017,350.0,Y60-79,PL51,dolnośląskie
2017-01-30,2017,107.0,Y60-79,PL84,podlaskie
2017-01-30,2017,481.0,Y60-79,PL9,mazowieckie
2017-01-30,2017,4955.0,Y_GE80,PL,Polska
2017-01-30,2017,424.0,Y_GE80,PL21,małopolskie
2017-01-30,2017,616.0,Y_GE80,PL22,śląskie
2017-02-06,2017,4.0,Y20-39,PL43,lubuskie
2017-02-06,2017,19.0,Y40-59,PL43,lubuskie
2017-02-06,2017,11.0,Y20-39,PL51,dolnośląskie
2017-02-06,2017,11.0,Y20-39,PL42,zachodniopomorskie
2017-02-06,2017,0.0,UNK,PL82,podkarpackie
2017-02-06,2017,30.0,Y20-39,PL22,śląskie
2017-02-06,2017,14.0,Y20-39,PL21,małopolskie
2017-02-06,2017,189.0,Y20-39,PL,Polska
2017-02-06,2017,0.0,UNK,PL9,mazowieckie
2017-02-06,2017,0.0,UNK,PL84,podlaskie
2017-02-06,2017,16.0,Y20-39,PL41,wielkopolskie
2017-02-06,2017,4.0,Y20-39,PL52,opolskie
2017-02-06,2017,7.0,Y20-39,PL82,podkarpackie
2017-02-06,2017,6.0,Y20-39,PL62,warmińsko-mazurskie
2017-02-06,2017,18.0,Y20-39,PL71,łódzkie
2017-02-06,2017,7.0,Y20-39,PL72,świętokrzyskie
2017-02-06,2017,13.0,Y20-39,PL81,lubelskie
2017-02-06,2017,7.0,Y20-39,PL84,podlaskie
2017-02-06,2017,24.0,Y20-39,PL9,mazowieckie
2017-02-06,2017,1013.0,Y40-59,PL,Polska
2017-02-06,2017,75.0,Y40-59,PL21,małopolskie
2017-02-06,2017,138.0,Y40-59,PL22,śląskie
2017-02-06,2017,107.0,Y40-59,PL41,wielkopolskie
2017-02-06,2017,41.0,Y40-59,PL42,zachodniopomorskie
2017-02-06,2017,0.0,UNK,PL81,lubelskie
2017-02-06,2017,9.0,Y20-39,PL61,kujawsko-pomorskie
2017-02-06,2017,0.0,UNK,PL72,świętokrzyskie
2017-02-06,2017,301.0,TOTAL,PL84,podlaskie
2017-02-06,2017,0.0,UNK,PL63,pomorskie
2017-02-06,2017,81.0,Y40-59,PL51,dolnośląskie
2017-02-06,2017,9432.0,TOTAL,PL,Polska
2017-02-06,2017,757.0,TOTAL,PL21,małopolskie
2017-02-06,2017,1145.0,TOTAL,PL22,śląskie
2017-02-06,2017,891.0,TOTAL,PL41,wielkopolskie
2017-02-06,2017,411.0,TOTAL,PL42,zachodniopomorskie
2017-02-06,2017,241.0,TOTAL,PL43,lubuskie
2017-02-06,2017,781.0,TOTAL,PL51,dolnośląskie
2017-02-06,2017,269.0,TOTAL,PL52,opolskie
2017-02-06,2017,538.0,TOTAL,PL61,kujawsko-pomorskie
2017-02-06,2017,349.0,TOTAL,PL62,warmińsko-mazurskie
2017-02-06,2017,487.0,TOTAL,PL63,pomorskie
2017-02-06,2017,705.0,TOTAL,PL71,łódzkie
2017-02-06,2017,314.0,TOTAL,PL72,świętokrzyskie
2017-02-06,2017,506.0,TOTAL,PL81,lubelskie
2017-02-06,2017,454.0,TOTAL,PL82,podkarpackie
2017-02-06,2017,1283.0,TOTAL,PL9,mazowieckie
2017-02-06,2017,0.0,UNK,PL,Polska
2017-02-06,2017,0.0,UNK,PL21,małopolskie
2017-02-06,2017,0.0,UNK,PL22,śląskie
2017-02-06,2017,0.0,UNK,PL41,wielkopolskie
2017-02-06,2017,0.0,UNK,PL42,zachodniopomorskie
2017-02-06,2017,0.0,UNK,PL43,lubuskie
2017-02-06,2017,0.0,UNK,PL51,dolnośląskie
2017-02-06,2017,0.0,UNK,PL52,opolskie
2017-02-06,2017,0.0,UNK,PL61,kujawsko-pomorskie
2017-02-06,2017,0.0,UNK,PL62,warmińsko-mazurskie
2017-02-06,2017,0.0,UNK,PL71,łódzkie
2017-02-06,2017,23.0,Y40-59,PL52,opolskie
2017-02-06,2017,8.0,Y20-39,PL63,pomorskie
2017-02-06,2017,37.0,Y40-59,PL62,warmińsko-mazurskie
2017-02-06,2017,131.0,Y_GE80,PL52,opolskie
2017-02-06,2017,238.0,Y_GE80,PL61,kujawsko-pomorskie
2017-02-06,2017,182.0,Y_GE80,PL62,warmińsko-mazurskie
2017-02-06,2017,206.0,Y_GE80,PL63,pomorskie
2017-02-06,2017,354.0,Y_GE80,PL71,łódzkie
2017-02-06,2017,161.0,Y_GE80,PL72,świętokrzyskie
2017-02-06,2017,271.0,Y_GE80,PL81,lubelskie
2017-02-06,2017,230.0,Y_GE80,PL82,podkarpackie
2017-02-06,2017,166.0,Y_GE80,PL84,podlaskie
2017-02-06,2017,673.0,Y_GE80,PL9,mazowieckie
2017-02-06,2017,63.0,Y_LT20,PL,Polska
2017-02-06,2017,5.0,Y_LT20,PL21,małopolskie
2017-02-06,2017,6.0,Y_LT20,PL22,śląskie
2017-02-06,2017,6.0,Y_LT20,PL41,wielkopolskie
2017-02-06,2017,1.0,Y_LT20,PL42,zachodniopomorskie
2017-02-06,2017,3.0,Y_LT20,PL43,lubuskie
2017-02-06,2017,4.0,Y_LT20,PL51,dolnośląskie
2017-02-06,2017,3.0,Y_LT20,PL52,opolskie
2017-02-06,2017,4.0,Y_LT20,PL61,kujawsko-pomorskie
2017-02-06,2017,3.0,Y_LT20,PL62,warmińsko-mazurskie
2017-02-06,2017,2.0,Y_LT20,PL63,pomorskie
2017-02-06,2017,5.0,Y_LT20,PL71,łódzkie
2017-02-06,2017,1.0,Y_LT20,PL72,świętokrzyskie
2017-02-06,2017,1.0,Y_LT20,PL81,lubelskie
2017-02-06,2017,4.0,Y_LT20,PL82,podkarpackie
2017-02-06,2017,3.0,Y_LT20,PL84,podlaskie
2017-02-06,2017,12.0,Y_LT20,PL9,mazowieckie
2017-02-06,2017,365.0,Y_GE80,PL51,dolnośląskie
2017-02-06,2017,123.0,Y_GE80,PL43,lubuskie
2017-02-06,2017,59.0,Y40-59,PL61,kujawsko-pomorskie
2017-02-06,2017,411.0,Y_GE80,PL41,wielkopolskie
2017-02-06,2017,176.0,Y_GE80,PL42,zachodniopomorskie
2017-02-06,2017,92.0,Y40-59,PL71,łódzkie
2017-02-06,2017,31.0,Y40-59,PL72,świętokrzyskie
2017-02-06,2017,55.0,Y40-59,PL81,lubelskie
2017-02-06,2017,45.0,Y40-59,PL82,podkarpackie
2017-02-06,2017,30.0,Y40-59,PL84,podlaskie
2017-02-06,2017,114.0,Y40-59,PL9,mazowieckie
2017-02-06,2017,3608.0,Y60-79,PL,Polska
2017-02-06,2017,273.0,Y60-79,PL21,małopolskie
2017-02-06,2017,489.0,Y60-79,PL22,śląskie
2017-02-06,2017,351.0,Y60-79,PL41,wielkopolskie
2017-02-06,2017,182.0,Y60-79,PL42,zachodniopomorskie
2017-02-06,2017,92.0,Y60-79,PL43,lubuskie
2017-02-06,2017,66.0,Y40-59,PL63,pomorskie
2017-02-06,2017,108.0,Y60-79,PL52,opolskie
2017-02-06,2017,320.0,Y60-79,PL51,dolnośląskie
2017-02-06,2017,390.0,Y_GE80,PL21,małopolskie
2017-02-06,2017,4559.0,Y_GE80,PL,Polska
2017-02-06,2017,460.0,Y60-79,PL9,mazowieckie
2017-02-06,2017,95.0,Y60-79,PL84,podlaskie
2017-02-06,2017,168.0,Y60-79,PL82,podkarpackie
2017-02-06,2017,482.0,Y_GE80,PL22,śląskie
2017-02-06,2017,114.0,Y60-79,PL72,świętokrzyskie
2017-02-06,2017,236.0,Y60-79,PL71,łódzkie
2017-02-06,2017,205.0,Y60-79,PL63,pomorskie
2017-02-06,2017,121.0,Y60-79,PL62,warmińsko-mazurskie
2017-02-06,2017,228.0,Y60-79,PL61,kujawsko-pomorskie
2017-02-06,2017,166.0,Y60-79,PL81,lubelskie
2017-02-13,2017,4.0,Y20-39,PL52,opolskie
2017-02-13,2017,23.0,Y20-39,PL51,dolnośląskie
2017-02-13,2017,1.0,Y20-39,PL43,lubuskie
2017-02-13,2017,10.0,Y20-39,PL42,zachodniopomorskie
2017-02-13,2017,9.0,Y20-39,PL21,małopolskie
2017-02-13,2017,26.0,Y20-39,PL22,śląskie
2017-02-13,2017,196.0,Y20-39,PL,Polska
2017-02-13,2017,0.0,UNK,PL9,mazowieckie
2017-02-13,2017,0.0,UNK,PL84,podlaskie
2017-02-13,2017,7.0,Y20-39,PL61,kujawsko-pomorskie
2017-02-13,2017,13.0,Y20-39,PL41,wielkopolskie
2017-02-13,2017,0.0,UNK,PL82,podkarpackie
2017-02-13,2017,9.0,Y20-39,PL84,podlaskie
2017-02-13,2017,11.0,Y20-39,PL71,łódzkie
2017-02-13,2017,6.0,Y20-39,PL72,świętokrzyskie
2017-02-13,2017,11.0,Y20-39,PL81,lubelskie
2017-02-13,2017,4.0,Y20-39,PL82,podkarpackie
2017-02-13,2017,35.0,Y20-39,PL9,mazowieckie
2017-02-13,2017,1034.0,Y40-59,PL,Polska
2017-02-13,2017,74.0,Y40-59,PL21,małopolskie
2017-02-13,2017,164.0,Y40-59,PL22,śląskie
2017-02-13,2017,92.0,Y40-59,PL41,wielkopolskie
2017-02-13,2017,52.0,Y40-59,PL42,zachodniopomorskie
2017-02-13,2017,27.0,Y40-59,PL43,lubuskie
2017-02-13,2017,0.0,UNK,PL81,lubelskie
2017-02-13,2017,10.0,Y20-39,PL62,warmińsko-mazurskie
2017-02-13,2017,0.0,UNK,PL72,świętokrzyskie
2017-02-13,2017,313.0,TOTAL,PL84,podlaskie
2017-02-13,2017,0.0,UNK,PL63,pomorskie
2017-02-13,2017,9221.0,TOTAL,PL,Polska
2017-02-13,2017,681.0,TOTAL,PL21,małopolskie
2017-02-13,2017,1214.0,TOTAL,PL22,śląskie
2017-02-13,2017,794.0,TOTAL,PL41,wielkopolskie
2017-02-13,2017,407.0,TOTAL,PL42,zachodniopomorskie
2017-02-13,2017,251.0,TOTAL,PL43,lubuskie
2017-02-13,2017,759.0,TOTAL,PL51,dolnośląskie
2017-02-13,2017,262.0,TOTAL,PL52,opolskie
2017-02-13,2017,528.0,TOTAL,PL61,kujawsko-pomorskie
2017-02-13,2017,353.0,TOTAL,PL62,warmińsko-mazurskie
2017-02-13,2017,515.0,TOTAL,PL63,pomorskie
2017-02-13,2017,681.0,TOTAL,PL71,łódzkie
2017-02-13,2017,327.0,TOTAL,PL72,świętokrzyskie
2017-02-13,2017,476.0,TOTAL,PL81,lubelskie
2017-02-13,2017,399.0,TOTAL,PL82,podkarpackie
2017-02-13,2017,87.0,Y40-59,PL51,dolnośląskie
2017-02-13,2017,1261.0,TOTAL,PL9,mazowieckie
2017-02-13,2017,0.0,UNK,PL,Polska
2017-02-13,2017,0.0,UNK,PL21,małopolskie
2017-02-13,2017,0.0,UNK,PL22,śląskie
2017-02-13,2017,0.0,UNK,PL41,wielkopolskie
2017-02-13,2017,0.0,UNK,PL42,zachodniopomorskie
2017-02-13,2017,0.0,UNK,PL43,lubuskie
2017-02-13,2017,0.0,UNK,PL51,dolnośląskie
2017-02-13,2017,0.0,UNK,PL52,opolskie
2017-02-13,2017,0.0,UNK,PL61,kujawsko-pomorskie
2017-02-13,2017,0.0,UNK,PL62,warmińsko-mazurskie
2017-02-13,2017,0.0,UNK,PL71,łódzkie
2017-02-13,2017,26.0,Y40-59,PL52,opolskie
2017-02-13,2017,17.0,Y20-39,PL63,pomorskie
2017-02-13,2017,42.0,Y40-59,PL62,warmińsko-mazurskie
2017-02-13,2017,123.0,Y_GE80,PL52,opolskie
2017-02-13,2017,257.0,Y_GE80,PL61,kujawsko-pomorskie
2017-02-13,2017,168.0,Y_GE80,PL62,warmińsko-mazurskie
2017-02-13,2017,228.0,Y_GE80,PL63,pomorskie
2017-02-13,2017,332.0,Y_GE80,PL71,łódzkie
2017-02-13,2017,157.0,Y_GE80,PL72,świętokrzyskie
2017-02-13,2017,250.0,Y_GE80,PL81,lubelskie
2017-02-13,2017,200.0,Y_GE80,PL82,podkarpackie
2017-02-13,2017,163.0,Y_GE80,PL84,podlaskie
2017-02-13,2017,623.0,Y_GE80,PL9,mazowieckie
2017-02-13,2017,50.0,Y_LT20,PL,Polska
2017-02-13,2017,6.0,Y_LT20,PL21,małopolskie
2017-02-13,2017,351.0,Y_GE80,PL51,dolnośląskie
2017-02-13,2017,5.0,Y_LT20,PL22,śląskie
2017-02-13,2017,0.0,Y_LT20,PL42,zachodniopomorskie
2017-02-13,2017,2.0,Y_LT20,PL43,lubuskie
2017-02-13,2017,4.0,Y_LT20,PL51,dolnośląskie
2017-02-13,2017,3.0,Y_LT20,PL52,opolskie
2017-02-13,2017,3.0,Y_LT20,PL61,kujawsko-pomorskie
2017-02-13,2017,2.0,Y_LT20,PL62,warmińsko-mazurskie
2017-02-13,2017,2.0,Y_LT20,PL63,pomorskie
2017-02-13,2017,4.0,Y_LT20,PL71,łódzkie
2017-02-13,2017,0.0,Y_LT20,PL72,świętokrzyskie
2017-02-13,2017,1.0,Y_LT20,PL81,lubelskie
2017-02-13,2017,1.0,Y_LT20,PL82,podkarpackie
2017-02-13,2017,2.0,Y_LT20,PL84,podlaskie
2017-02-13,2017,9.0,Y_LT20,PL41,wielkopolskie
2017-02-13,2017,111.0,Y_GE80,PL43,lubuskie
2017-02-13,2017,6.0,Y_LT20,PL9,mazowieckie
2017-02-13,2017,373.0,Y_GE80,PL41,wielkopolskie
2017-02-13,2017,178.0,Y_GE80,PL42,zachodniopomorskie
2017-02-13,2017,54.0,Y40-59,PL63,pomorskie
2017-02-13,2017,73.0,Y40-59,PL71,łódzkie
2017-02-13,2017,36.0,Y40-59,PL72,świętokrzyskie
2017-02-13,2017,58.0,Y40-59,PL81,lubelskie
2017-02-13,2017,45.0,Y40-59,PL82,podkarpackie
2017-02-13,2017,25.0,Y40-59,PL84,podlaskie
2017-02-13,2017,126.0,Y40-59,PL9,mazowieckie
2017-02-13,2017,3555.0,Y60-79,PL,Polska
2017-02-13,2017,230.0,Y60-79,PL21,małopolskie
2017-02-13,2017,509.0,Y60-79,PL22,śląskie
2017-02-13,2017,307.0,Y60-79,PL41,wielkopolskie
2017-02-13,2017,167.0,Y60-79,PL42,zachodniopomorskie
2017-02-13,2017,110.0,Y60-79,PL43,lubuskie
2017-02-13,2017,53.0,Y40-59,PL61,kujawsko-pomorskie
2017-02-13,2017,106.0,Y60-79,PL52,opolskie
2017-02-13,2017,294.0,Y60-79,PL51,dolnośląskie
2017-02-13,2017,510.0,Y_GE80,PL22,śląskie
2017-02-13,2017,362.0,Y_GE80,PL21,małopolskie
2017-02-13,2017,4386.0,Y_GE80,PL,Polska
2017-02-13,2017,114.0,Y60-79,PL84,podlaskie
2017-02-13,2017,149.0,Y60-79,PL82,podkarpackie
2017-02-13,2017,471.0,Y60-79,PL9,mazowieckie
2017-02-13,2017,128.0,Y60-79,PL72,świętokrzyskie
2017-02-13,2017,261.0,Y60-79,PL71,łódzkie
2017-02-13,2017,214.0,Y60-79,PL63,pomorskie
2017-02-13,2017,131.0,Y60-79,PL62,warmińsko-mazurskie
2017-02-13,2017,208.0,Y60-79,PL61,kujawsko-pomorskie
2017-02-13,2017,156.0,Y60-79,PL81,lubelskie
2017-02-20,2017,6.0,Y20-39,PL42,zachodniopomorskie
2017-02-20,2017,7.0,Y20-39,PL52,opolskie
2017-02-20,2017,12.0,Y20-39,PL51,dolnośląskie
2017-02-20,2017,10.0,Y20-39,PL43,lubuskie
2017-02-20,2017,9.0,Y20-39,PL41,wielkopolskie
2017-02-20,2017,0.0,UNK,PL82,podkarpackie
2017-02-20,2017,14.0,Y20-39,PL21,małopolskie
2017-02-20,2017,209.0,Y20-39,PL,Polska
2017-02-20,2017,0.0,UNK,PL9,mazowieckie
2017-02-20,2017,0.0,UNK,PL84,podlaskie
2017-02-20,2017,25.0,Y20-39,PL22,śląskie
2017-02-20,2017,18.0,Y20-39,PL61,kujawsko-pomorskie
2017-02-20,2017,9.0,Y20-39,PL82,podkarpackie
2017-02-20,2017,13.0,Y20-39,PL63,pomorskie
2017-02-20,2017,16.0,Y20-39,PL71,łódzkie
2017-02-20,2017,7.0,Y20-39,PL72,świętokrzyskie
2017-02-20,2017,7.0,Y20-39,PL81,lubelskie
2017-02-20,2017,0.0,UNK,PL81,lubelskie
2017-02-20,2017,11.0,Y20-39,PL84,podlaskie
2017-02-20,2017,37.0,Y20-39,PL9,mazowieckie
2017-02-20,2017,1028.0,Y40-59,PL,Polska
2017-02-20,2017,77.0,Y40-59,PL21,małopolskie
2017-02-20,2017,129.0,Y40-59,PL22,śląskie
2017-02-20,2017,90.0,Y40-59,PL41,wielkopolskie
2017-02-20,2017,40.0,Y40-59,PL42,zachodniopomorskie
2017-02-20,2017,39.0,Y40-59,PL43,lubuskie
2017-02-20,2017,8.0,Y20-39,PL62,warmińsko-mazurskie
2017-02-20,2017,0.0,UNK,PL72,świętokrzyskie
2017-02-20,2017,0.0,UNK,PL43,lubuskie
2017-02-20,2017,0.0,UNK,PL63,pomorskie
2017-02-20,2017,93.0,Y40-59,PL51,dolnośląskie
2017-02-20,2017,9053.0,TOTAL,PL,Polska
2017-02-20,2017,659.0,TOTAL,PL21,małopolskie
2017-02-20,2017,1152.0,TOTAL,PL22,śląskie
2017-02-20,2017,809.0,TOTAL,PL41,wielkopolskie
2017-02-20,2017,435.0,TOTAL,PL42,zachodniopomorskie
2017-02-20,2017,234.0,TOTAL,PL43,lubuskie
2017-02-20,2017,699.0,TOTAL,PL51,dolnośląskie
2017-02-20,2017,261.0,TOTAL,PL52,opolskie
2017-02-20,2017,497.0,TOTAL,PL61,kujawsko-pomorskie
2017-02-20,2017,302.0,TOTAL,PL62,warmińsko-mazurskie
2017-02-20,2017,565.0,TOTAL,PL63,pomorskie
2017-02-20,2017,0.0,UNK,PL71,łódzkie
2017-02-20,2017,643.0,TOTAL,PL71,łódzkie
2017-02-20,2017,515.0,TOTAL,PL81,lubelskie
2017-02-20,2017,292.0,TOTAL,PL84,podlaskie
2017-02-20,2017,1297.0,TOTAL,PL9,mazowieckie
2017-02-20,2017,0.0,UNK,PL,Polska
2017-02-20,2017,0.0,UNK,PL21,małopolskie
2017-02-20,2017,0.0,UNK,PL22,śląskie
2017-02-20,2017,0.0,UNK,PL41,wielkopolskie
2017-02-20,2017,0.0,UNK,PL42,zachodniopomorskie
2017-02-20,2017,0.0,UNK,PL51,dolnośląskie
2017-02-20,2017,0.0,UNK,PL52,opolskie
2017-02-20,2017,0.0,UNK,PL61,kujawsko-pomorskie
2017-02-20,2017,0.0,UNK,PL62,warmińsko-mazurskie
2017-02-20,2017,290.0,TOTAL,PL72,świętokrzyskie
2017-02-20,2017,403.0,TOTAL,PL82,podkarpackie
2017-02-20,2017,32.0,Y40-59,PL52,opolskie
2017-02-20,2017,37.0,Y40-59,PL62,warmińsko-mazurskie
2017-02-20,2017,113.0,Y_GE80,PL52,opolskie
2017-02-20,2017,210.0,Y_GE80,PL61,kujawsko-pomorskie
2017-02-20,2017,142.0,Y_GE80,PL62,warmińsko-mazurskie
2017-02-20,2017,244.0,Y_GE80,PL63,pomorskie
2017-02-20,2017,300.0,Y_GE80,PL71,łódzkie
2017-02-20,2017,132.0,Y_GE80,PL72,świętokrzyskie
2017-02-20,2017,253.0,Y_GE80,PL81,lubelskie
2017-02-20,2017,197.0,Y_GE80,PL82,podkarpackie
2017-02-20,2017,150.0,Y_GE80,PL84,podlaskie
2017-02-20,2017,642.0,Y_GE80,PL9,mazowieckie
2017-02-20,2017,60.0,Y_LT20,PL,Polska
2017-02-20,2017,7.0,Y_LT20,PL21,małopolskie
2017-02-20,2017,10.0,Y_LT20,PL22,śląskie
2017-02-20,2017,6.0,Y_LT20,PL41,wielkopolskie
2017-02-20,2017,3.0,Y_LT20,PL42,zachodniopomorskie
2017-02-20,2017,2.0,Y_LT20,PL43,lubuskie
2017-02-20,2017,2.0,Y_LT20,PL51,dolnośląskie
2017-02-20,2017,0.0,Y_LT20,PL52,opolskie
2017-02-20,2017,6.0,Y_LT20,PL61,kujawsko-pomorskie
2017-02-20,2017,0.0,Y_LT20,PL62,warmińsko-mazurskie
2017-02-20,2017,2.0,Y_LT20,PL63,pomorskie
2017-02-20,2017,4.0,Y_LT20,PL71,łódzkie
2017-02-20,2017,1.0,Y_LT20,PL72,świętokrzyskie
2017-02-20,2017,5.0,Y_LT20,PL81,lubelskie
2017-02-20,2017,2.0,Y_LT20,PL82,podkarpackie
2017-02-20,2017,1.0,Y_LT20,PL84,podlaskie
2017-02-20,2017,9.0,Y_LT20,PL9,mazowieckie
2017-02-20,2017,316.0,Y_GE80,PL51,dolnośląskie
2017-02-20,2017,102.0,Y_GE80,PL43,lubuskie
2017-02-20,2017,62.0,Y40-59,PL61,kujawsko-pomorskie
2017-02-20,2017,357.0,Y_GE80,PL41,wielkopolskie
2017-02-20,2017,198.0,Y_GE80,PL42,zachodniopomorskie
2017-02-20,2017,61.0,Y40-59,PL71,łódzkie
2017-02-20,2017,32.0,Y40-59,PL72,świętokrzyskie
2017-02-20,2017,61.0,Y40-59,PL81,lubelskie
2017-02-20,2017,44.0,Y40-59,PL82,podkarpackie
2017-02-20,2017,35.0,Y40-59,PL84,podlaskie
2017-02-20,2017,128.0,Y40-59,PL9,mazowieckie
2017-02-20,2017,3594.0,Y60-79,PL,Polska
2017-02-20,2017,231.0,Y60-79,PL21,małopolskie
2017-02-20,2017,512.0,Y60-79,PL22,śląskie
2017-02-20,2017,347.0,Y60-79,PL41,wielkopolskie
2017-02-20,2017,188.0,Y60-79,PL42,zachodniopomorskie
2017-02-20,2017,81.0,Y60-79,PL43,lubuskie
2017-02-20,2017,68.0,Y40-59,PL63,pomorskie
2017-02-20,2017,109.0,Y60-79,PL52,opolskie
2017-02-20,2017,276.0,Y60-79,PL51,dolnośląskie
2017-02-20,2017,330.0,Y_GE80,PL21,małopolskie
2017-02-20,2017,4162.0,Y_GE80,PL,Polska
2017-02-20,2017,481.0,Y60-79,PL9,mazowieckie
2017-02-20,2017,95.0,Y60-79,PL84,podlaskie
2017-02-20,2017,151.0,Y60-79,PL82,podkarpackie
2017-02-20,2017,476.0,Y_GE80,PL22,śląskie
2017-02-20,2017,118.0,Y60-79,PL72,świętokrzyskie
2017-02-20,2017,262.0,Y60-79,PL71,łódzkie
2017-02-20,2017,238.0,Y60-79,PL63,pomorskie
2017-02-20,2017,115.0,Y60-79,PL62,warmińsko-mazurskie
2017-02-20,2017,201.0,Y60-79,PL61,kujawsko-pomorskie
2017-02-20,2017,189.0,Y60-79,PL81,lubelskie
2017-02-27,2017,1.0,Y20-39,PL52,opolskie
2017-02-27,2017,15.0,Y20-39,PL51,dolnośląskie
2017-02-27,2017,6.0,Y20-39,PL43,lubuskie
2017-02-27,2017,11.0,Y20-39,PL42,zachodniopomorskie
2017-02-27,2017,11.0,Y20-39,PL21,małopolskie
2017-02-27,2017,23.0,Y20-39,PL22,śląskie
2017-02-27,2017,179.0,Y20-39,PL,Polska
2017-02-27,2017,0.0,UNK,PL9,mazowieckie
2017-02-27,2017,0.0,UNK,PL84,podlaskie
2017-02-27,2017,5.0,Y20-39,PL61,kujawsko-pomorskie
2017-02-27,2017,18.0,Y20-39,PL41,wielkopolskie
2017-02-27,2017,0.0,UNK,PL82,podkarpackie
2017-02-27,2017,5.0,Y20-39,PL84,podlaskie
2017-02-27,2017,11.0,Y20-39,PL71,łódzkie
2017-02-27,2017,6.0,Y20-39,PL72,świętokrzyskie
2017-02-27,2017,11.0,Y20-39,PL81,lubelskie
2017-02-27,2017,7.0,Y20-39,PL82,podkarpackie
2017-02-27,2017,31.0,Y20-39,PL9,mazowieckie
2017-02-27,2017,1017.0,Y40-59,PL,Polska
2017-02-27,2017,83.0,Y40-59,PL21,małopolskie
2017-02-27,2017,146.0,Y40-59,PL22,śląskie
2017-02-27,2017,82.0,Y40-59,PL41,wielkopolskie
2017-02-27,2017,48.0,Y40-59,PL42,zachodniopomorskie
2017-02-27,2017,19.0,Y40-59,PL43,lubuskie
2017-02-27,2017,0.0,UNK,PL81,lubelskie
2017-02-27,2017,11.0,Y20-39,PL63,pomorskie
2017-02-27,2017,0.0,UNK,PL72,świętokrzyskie
2017-02-27,2017,283.0,TOTAL,PL84,podlaskie
2017-02-27,2017,0.0,UNK,PL63,pomorskie
2017-02-27,2017,8388.0,TOTAL,PL,Polska
2017-02-27,2017,685.0,TOTAL,PL21,małopolskie
2017-02-27,2017,1055.0,TOTAL,PL22,śląskie
