JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_2009022,sejneński,249,29,173,285,208,2685,885,33,944,Giby,podlaskie,<20k
JPT_1012032,radomszczański,512,73,452,801,560,5964,2160,"36,2",2398,Gidle,łódzkie,<20k
JPT_1423022,przysuski,423,45,397,615,404,4456,1646,"36,9",1884,Gielniów,mazowieckie,<20k
JPT_2405032,gliwicki,1153,367,1560,2326,1054,12252,5976,"48,8",6460,Gierałtowice,śląskie,<20k
JPT_2814052,olsztyński,441,158,629,1212,620,6743,2755,"40,9",3061,Gietrzwałd,warmińsko-mazurskie,<20k
JPT_2417032,żywiecki,449,99,634,930,489,6327,2323,"36,7",2601,Gilowice,śląskie,<20k
JPT_3020042,pleszewski,286,56,394,629,376,4591,1398,"30,5",1741,Gizałki,wielkopolskie,<20k
JPT_2806011,giżycki,3171,572,2979,4432,3047,28964,12653,"43,7",14201,Giżycko,warmińsko-mazurskie,20k-50k
JPT_2806042,giżycki,523,149,813,1284,839,8629,3198,"37,1",3608,Giżycko,warmińsko-mazurskie,<20k
JPT_1402033,ciechanowski,598,110,626,1076,698,7764,2600,"33,5",3108,Glinojeck,mazowieckie,<20k
JPT_2466011,Gliwice,20366,4184,21322,28364,18384,177049,84384,"47,7",92620,Gliwice,śląskie,>100k
JPT_2214023,tczewski,1153,268,1376,2091,1409,15286,5397,"35,3",6298,Gniew,pomorskie,<20k
JPT_2215052,wejherowski,353,131,634,876,576,7456,2052,"27,5",2570,Gniewino,pomorskie,<20k
JPT_0407033,inowrocławski,1299,302,1330,2074,1358,14315,5816,"40,6",6363,Gniewkowo,kujawsko-pomorskie,<20k
JPT_1407032,kozienicki,337,37,298,421,364,3842,1261,"32,8",1457,Gniewoszów,mazowieckie,<20k
JPT_3003011,gnieźnieński,7305,1704,7664,11170,7096,67570,29808,"44,1",34939,Gniezno,wielkopolskie,50k-100k
JPT_3003032,gnieźnieński,619,297,1411,2073,880,12644,4367,"34,5",5280,Gniezno,wielkopolskie,<20k
JPT_1202052,brzeski (małopolskie),453,86,550,781,416,8020,1993,"24,9",2286,Gnojnik,małopolskie,<20k
JPT_2601022,buski,429,37,348,562,343,4344,1506,"34,7",1719,Gnojno,świętokrzyskie,<20k
JPT_2410012,pszczyński,578,178,758,1152,587,6735,2901,"43,1",3253,Goczałkowice-Zdrój,śląskie,<20k
JPT_2804022,elbląski,223,30,224,313,264,2977,886,"29,8",1054,Godkowo,warmińsko-mazurskie,<20k
JPT_1015032,skierniewicki,220,46,236,328,237,2665,906,34,1067,Godzianów,łódzkie,<20k
JPT_3007042,kaliski,630,142,831,1321,656,9674,3058,"31,6",3580,Godziesze Wielkie,wielkopolskie,<20k
JPT_0605042,janowski,411,40,310,461,320,5749,1370,"23,8",1542,Godziszów,lubelskie,<20k
JPT_2415052,wodzisławski,1185,296,1316,2130,1166,13845,5577,"40,3",6093,Godów,śląskie,<20k
JPT_1605013,krapkowicki,947,235,1252,1682,847,12628,4683,"37,1",4963,Gogolin,opolskie,<20k
JPT_3207023,kamieński,462,101,532,784,612,5844,2268,"38,8",2491,Golczewo,zachodniopomorskie,<20k
JPT_3204023,goleniowski,3003,777,3896,5801,3565,36139,14888,"41,2",17042,Goleniów,zachodniopomorskie,20k-50k
JPT_2403072,cieszyński,1120,242,1195,1846,1091,13142,4979,"37,9",5494,Goleszów,śląskie,<20k
JPT_3010013,koniński,931,207,1188,1915,1174,12077,4548,"37,7",5415,Golina,wielkopolskie,<20k
JPT_0405011,golubsko-dobrzyński,1107,237,1419,1968,1301,12412,5182,"41,7",6032,Golub-Dobrzyń,kujawsko-pomorskie,<20k
JPT_0405032,golubsko-dobrzyński,616,158,904,1275,725,8841,3044,"34,4",3678,Golub-Dobrzyń,kujawsko-pomorskie,<20k
JPT_1012042,radomszczański,562,102,484,819,505,5848,2071,"35,4",2472,Gomunice,łódzkie,<20k
JPT_2008013,moniecki,393,53,304,484,368,4897,1441,"29,4",1602,Goniądz,podlaskie,<20k
JPT_0602062,biłgorajski,330,25,189,315,213,4041,948,"23,5",1072,Goraj,lubelskie,<20k
JPT_1205011,gorlicki,2845,322,2070,3255,2765,26973,10528,39,11257,Gorlice,małopolskie,20k-50k
JPT_1205042,gorlicki,1143,186,1324,2041,1199,17271,5417,"31,4",5893,Gorlice,małopolskie,<20k
JPT_1010032,piotrkowski,695,114,665,1112,682,8462,2613,"30,9",3268,Gorzkowice,łódzkie,<20k
JPT_0606032,krasnostawski,407,43,252,395,333,3379,1307,"38,7",1430,Gorzków,lubelskie,<20k
JPT_1820022,tarnobrzeski,881,112,904,1328,1079,13050,3925,"30,1",4304,Gorzyce,podkarpackie,<20k
JPT_2415062,wodzisławski,1690,392,1907,2864,1617,21370,7524,"35,2",8471,Gorzyce,śląskie,20k-50k
JPT_0861011,Gorzów Wielkopolski,13163,2579,12829,19119,12986,122589,55340,"45,1",60676,Gorzów Wielkopolski,lubuskie,>100k
JPT_1608023,oleski,566,81,451,745,562,7108,2252,"31,7",2405,Gorzów Śląski,opolskie,<20k
JPT_0416022,tucholski,391,101,429,668,457,5199,1790,"34,4",2046,Gostycyn,kujawsko-pomorskie,<20k
JPT_1404011,gostyniński,2058,332,1675,2750,2007,18355,7535,"41,1",8822,Gostynin,mazowieckie,<20k
JPT_1404022,gostyniński,918,149,965,1641,882,11957,3688,"30,8",4555,Gostynin,mazowieckie,<20k
JPT_3004023,gostyński,2519,589,2941,4135,2779,28200,11489,"40,7",12963,Gostyń,wielkopolskie,20k-50k
JPT_1014062,sieradzki,423,36,303,500,340,5419,1324,"24,4",1602,Goszczanów,łódzkie,<20k
JPT_1406042,grójecki,217,37,241,371,224,2942,878,"29,8",1090,Goszczyn,mazowieckie,<20k
JPT_2605022,konecki,370,49,314,530,379,4558,1320,29,1642,Gowarczów,świętokrzyskie,<20k
JPT_1415042,ostrołęcki,702,107,737,1061,696,8211,2914,"35,5",3303,Goworowo,mazowieckie,<20k
JPT_0810011,żagański,315,53,277,390,329,2977,1198,"40,2",1364,Gozdnica,lubuskie,<20k
JPT_1427022,sierpecki,449,91,495,740,412,5933,1857,"31,3",2187,Gozdowo,mazowieckie,<20k
JPT_3028033,wągrowiecki,589,214,871,1130,739,8185,2792,"34,1",3543,Gołańcz,wielkopolskie,<20k
JPT_1208022,miechowski,558,114,624,1001,576,6034,2476,41,2873,Gołcza,małopolskie,<20k
JPT_2818033,gołdapski,1412,424,1823,2675,1700,20018,7203,36,8034,Gołdap,warmińsko-mazurskie,20k-50k
JPT_3020052,pleszewski,878,180,1154,1748,883,10807,3973,"36,8",4843,Gołuchów,wielkopolskie,<20k
JPT_1402042,ciechanowski,278,46,322,499,321,3709,1230,"33,2",1466,Gołymin-Ośrodek,mazowieckie,<20k
JPT_0607042,kraśnicki,581,58,461,742,539,7153,2077,29,2381,Gościeradów,lubelskie,<20k
JPT_3208033,kołobrzeski,436,83,499,738,543,5133,2027,"39,5",2299,Gościno,zachodniopomorskie,<20k
JPT_1010042,piotrkowski,527,90,557,891,489,6077,2212,"36,4",2554,Grabica,łódzkie,<20k
JPT_0620022,zamojski,412,30,210,409,322,3835,1223,"31,9",1383,Grabowiec,lubelskie,<20k
JPT_2006022,kolneński,244,26,186,327,219,3372,907,"26,9",1002,Grabowo,podlaskie,<20k
JPT_1004042,łęczycki,554,78,417,665,521,5829,1846,"31,7",2235,Grabów,łódzkie,<20k
JPT_1407042,kozienicki,283,68,322,534,320,3919,1349,"34,4",1527,Grabów nad Pilicą,mazowieckie,<20k
JPT_3018033,ostrzeszowski,609,108,639,994,611,7777,2498,"32,1",2961,Grabów nad Prosną,wielkopolskie,<20k
JPT_2004011,grajewski,1531,179,1225,2116,1723,21709,6075,28,6774,Grajewo,podlaskie,20k-50k
JPT_2004022,grajewski,265,46,268,399,262,5772,1075,"18,6",1240,Grajewo,podlaskie,<20k
JPT_3005012,grodziski (wielkopolskie),394,120,729,894,457,5087,2058,"40,5",2594,Granowo,wielkopolskie,<20k
JPT_1601033,brzeski (opolskie),1718,352,1649,2512,1890,18984,7367,"38,8",8121,Grodków,opolskie,<20k
JPT_2812032,nowomiejski,467,108,523,793,471,6247,1969,"31,5",2362,Grodziczno,warmińsko-mazurskie,<20k
JPT_3010022,koniński,436,89,475,732,411,5131,1598,"31,1",2143,Grodziec,wielkopolskie,<20k
JPT_2010042,siemiatycki,452,35,204,375,250,4134,1193,"28,9",1316,Grodzisk,podlaskie,<20k
JPT_1405043,grodziski (mazowieckie),4200,1448,6713,9328,4260,49948,22565,"45,2",25949,Grodzisk Mazowiecki,mazowieckie,20k-50k
JPT_3005023,grodziski (wielkopolskie),1507,413,2623,3298,1802,20095,8108,"40,3",9643,Grodzisk Wielkopolski,wielkopolskie,20k-50k
JPT_1808022,leżajski,533,59,473,705,429,7966,1973,"24,8",2199,Grodzisko Dolne,podkarpackie,<20k
JPT_0201032,bolesławiecki,425,57,384,622,500,5317,1810,34,1988,Gromadka,dolnośląskie,<20k
JPT_1216022,tarnowski,436,69,530,729,445,8952,1871,"20,9",2209,Gromnik,małopolskie,<20k
JPT_2804032,elbląski,270,106,465,680,530,5115,1679,"32,8",2051,Gronowo Elbląskie,warmińsko-mazurskie,<20k
JPT_1402052,ciechanowski,308,43,266,394,317,3535,1189,"33,6",1328,Grudusk,mazowieckie,<20k
JPT_0462011,Grudziądz,9967,2124,9239,14350,10354,93564,41366,"44,2",46034,Grudziądz,kujawsko-pomorskie,50k-100k
JPT_0406012,grudziądzki,778,315,1209,2088,1036,13136,4867,"37,1",5426,Grudziądz,kujawsko-pomorskie,<20k
JPT_2815032,ostródzki,308,73,427,655,457,5566,1656,"29,8",1920,Grunwald,warmińsko-mazurskie,<20k
JPT_0406022,grudziądzki,504,132,580,903,575,6437,2352,"36,5",2694,Gruta,kujawsko-pomorskie,<20k
JPT_1210011,nowosądecki,590,79,557,818,493,5986,2279,"38,1",2537,Grybów,małopolskie,<20k
JPT_1210042,nowosądecki,1215,283,2139,2896,1453,25618,7105,"27,7",7986,Grybów,małopolskie,20k-50k
JPT_3205023,gryficki,2167,418,2266,3383,2546,23647,9569,"40,5",10780,Gryfice,zachodniopomorskie,20k-50k
JPT_3206043,gryfiński,2938,678,3309,5048,3573,31626,13826,"43,7",15546,Gryfino,zachodniopomorskie,20k-50k
JPT_0212013,lwówecki,910,134,750,1170,900,9561,3494,"36,5",3864,Gryfów Śląski,dolnośląskie,<20k
JPT_3009052,kolski,421,70,411,790,437,5665,1795,"31,7",2129,Grzegorzew,wielkopolskie,<20k
JPT_3215052,szczecinecki,397,104,400,641,483,4638,1763,38,2025,Grzmiąca,zachodniopomorskie,<20k
JPT_2002042,białostocki,608,66,369,631,492,5093,1919,"37,7",2166,Gródek,podlaskie,<20k
JPT_1210032,nowosądecki,539,131,721,1013,538,9243,2518,"27,2",2942,Gródek nad Dunajcem,małopolskie,<20k
JPT_1406053,grójecki,2320,629,2882,4546,2552,25882,11595,"44,8",12929,Grójec,mazowieckie,20k-50k
JPT_1433022,węgrowski,380,26,264,426,336,4401,1284,"29,2",1432,Grębków,mazowieckie,<20k
JPT_0216032,polkowicki,380,99,481,753,462,5427,1918,"35,3",2175,Grębocice,dolnośląskie,<20k
JPT_1204032,dąbrowski,268,18,176,304,228,3316,886,"26,7",994,Gręboszów,małopolskie,<20k
JPT_1820032,tarnobrzeski,597,66,628,1044,532,10010,2407,24,2867,Grębów,podkarpackie,<20k
JPT_0802011,krośnieński (lubuskie),1586,272,1655,2345,1675,16528,6520,"39,4",7533,Gubin,lubuskie,<20k
JPT_0802052,krośnieński (lubuskie),435,119,614,930,561,7116,2255,"31,7",2659,Gubin,lubuskie,<20k
JPT_1424012,pułtuski,324,70,359,508,329,3736,1424,"38,1",1590,Gzy,mazowieckie,<20k
JPT_0204013,górowski,1805,361,1519,2541,1907,19720,7503,38,8133,Góra,dolnośląskie,<20k
JPT_1418013,piaseczyński,2479,803,3228,5194,2612,27044,12614,"46,6",14316,Góra Kalwaria,mazowieckie,20k-50k
JPT_1004032,łęczycki,408,48,331,613,327,4336,1502,"34,6",1727,Góra Świętej Małgorzaty,łódzkie,<20k
JPT_2604062,kielecki,727,192,1271,1919,939,14649,4403,"30,1",5048,Górno,świętokrzyskie,<20k
JPT_2801021,bartoszycki,407,89,407,576,437,3887,1684,"43,3",1916,Górowo Iławeckie,warmińsko-mazurskie,<20k
JPT_2801052,bartoszycki,483,142,662,953,579,6783,2375,35,2819,Górowo Iławeckie,warmińsko-mazurskie,<20k
JPT_0402053,brodnicki,260,65,392,559,342,3931,1399,"35,6",1618,Górzno,kujawsko-pomorskie,<20k
JPT_1403052,garwoliński,425,81,605,858,474,6557,2119,"32,3",2443,Górzno,mazowieckie,<20k
JPT_0805022,słubicki,289,61,431,676,378,4289,1546,36,1835,Górzyca,lubuskie,<20k
JPT_1425022,radomski,405,91,714,1057,548,9070,2312,"25,5",2815,Gózd,mazowieckie,<20k
JPT_1419063,płocki,1012,203,1016,1734,976,10969,4233,"38,6",4941,Gąbin,mazowieckie,<20k
JPT_0419022,żniński,419,106,529,732,505,5215,1857,"35,6",2291,Gąsawa,kujawsko-pomorskie,<20k
JPT_0203011,głogowski,7590,1484,5961,9884,7693,66120,29743,45,32612,Głogów,dolnośląskie,50k-100k
JPT_0203022,głogowski,360,123,615,1032,593,6845,2439,"35,6",2723,Głogów,dolnośląskie,<20k
JPT_1816063,rzeszowski,1073,288,1505,2306,1178,19945,5863,"29,4",6350,Głogów Małopolski,podkarpackie,<20k
JPT_1610023,prudnicki,1102,162,988,1421,963,13138,4267,"32,5",4636,Głogówek,opolskie,<20k
JPT_1407022,kozienicki,416,76,513,755,511,7060,1948,"27,6",2271,Głowaczów,mazowieckie,<20k
JPT_1020011,zgierski,1669,289,1500,2458,1496,13961,6411,"45,9",7412,Głowno,łódzkie,<20k
JPT_1020052,zgierski,387,68,397,655,356,4826,1597,"33,1",1863,Głowno,łódzkie,<20k
JPT_1602033,głubczycki,2076,340,1709,2653,2032,22029,8140,37,8810,Głubczyce,opolskie,20k-50k
JPT_1607013,nyski,2343,381,1926,3037,2217,23413,8868,"37,9",9904,Głuchołazy,opolskie,20k-50k
JPT_1015022,skierniewicki,491,85,489,698,416,5701,1973,"34,6",2179,Głuchów,łódzkie,<20k
JPT_0609052,lubelski,696,244,1161,1985,779,11981,4532,"37,8",4865,Głusk,lubelskie,<20k
JPT_0221053,wałbrzyski,804,144,605,1097,927,8505,3228,38,3577,Głuszyca,dolnośląskie,<20k
JPT_2212042,słupski,519,99,593,914,701,8880,2341,"26,4",2826,Główczyce,pomorskie,<20k
JPT_1802042,brzozowski,626,78,514,856,641,9114,2439,"26,8",2715,Haczów,podkarpackie,<20k
JPT_2005011,hajnowski,2118,201,1272,2149,2053,20265,7357,"36,3",7793,Hajnówka,podlaskie,20k-50k
JPT_2005062,hajnowski,341,32,168,314,301,3817,1097,"28,7",1156,Hajnówka,podlaskie,<20k
JPT_1412073,miński,1050,537,2027,3096,1335,16438,6843,"41,6",8045,Halinów,mazowieckie,<20k
JPT_0619022,włodawski,247,34,188,309,225,2791,922,33,1003,Hanna,lubelskie,<20k
JPT_1812012,niżański,395,67,340,648,384,6049,1582,"26,2",1834,Harasiuki,podkarpackie,<20k
JPT_0619032,włodawski,290,95,289,520,308,3680,1332,"36,2",1502,Hańsk,lubelskie,<20k
JPT_2403082,cieszyński,711,266,1185,1739,943,10919,4355,"39,9",4844,Hażlach,śląskie,<20k
JPT_2211011,pucki,327,83,258,488,333,3212,1197,"37,3",1489,Hel,pomorskie,<20k
JPT_2407042,lubliniecki,602,116,627,912,582,6769,2553,"37,7",2839,Herby,śląskie,<20k
JPT_0604032,hrubieszowski,520,68,396,618,475,5045,1834,"36,4",2077,Horodło,lubelskie,<20k
JPT_1809032,lubaczowski,380,54,321,525,363,4576,1412,"30,9",1643,Horyniec-Zdrój,podkarpackie,<20k
JPT_0604011,hrubieszowski,1755,261,1539,2493,1820,17232,7195,"41,8",7868,Hrubieszów,lubelskie,<20k
JPT_0604042,hrubieszowski,824,153,770,1196,765,9881,3347,"33,9",3708,Hrubieszów,lubelskie,<20k
JPT_1410012,łosicki,253,35,164,297,190,2780,862,31,939,Huszlew,mazowieckie,<20k
JPT_1816072,rzeszowski,440,51,374,626,380,7036,1748,"24,8",1871,Hyżne,podkarpackie,<20k
JPT_1206022,krakowski,644,170,863,1175,759,7728,3083,"39,9",3611,Igołomia-Wawrzeńczyce,małopolskie,<20k
JPT_2414021,bieruńsko-lędziński,777,257,1120,1629,800,9269,4169,45,4583,Imielin,śląskie,<20k
JPT_2602012,jędrzejowski,452,73,401,550,438,4301,1561,"36,3",1914,Imielno,świętokrzyskie,<20k
JPT_0407011,inowrocławski,7984,1651,7633,12254,8409,71674,35340,"49,3",37931,Inowrocław,kujawsko-pomorskie,50k-100k
JPT_0407042,inowrocławski,869,270,1252,2049,1047,11845,5018,"42,4",5487,Inowrocław,kujawsko-pomorskie,<20k
JPT_1016052,tomaszowski (łódzkie),392,60,331,514,387,3819,1538,"40,3",1684,Inowłódz,łódzkie,<20k
JPT_2416032,zawierciański,300,43,248,405,244,2579,1133,"43,9",1240,Irządze,śląskie,<20k
JPT_2403092,cieszyński,531,111,905,1215,813,12184,2984,"24,5",3575,Istebna,śląskie,<20k
JPT_2606022,opatowski,495,46,463,713,510,6516,1823,28,2227,Iwaniska,świętokrzyskie,<20k
JPT_1206032,krakowski,793,242,1153,1722,792,9215,4052,44,4702,Iwanowice,małopolskie,<20k
JPT_1815012,ropczycko-sędziszowski,439,71,459,701,361,7735,1875,"24,2",2031,Iwierzyce,podkarpackie,<20k
JPT_1202062,brzeski (małopolskie),427,79,434,728,351,6512,1566,24,2019,Iwkowa,małopolskie,<20k
JPT_1807033,krośnieński (podkarpackie),700,83,647,1058,667,10787,2910,27,3155,Iwonicz-Zdrój,podkarpackie,<20k
JPT_1432022,warszawski zachodni,1012,462,1360,2133,1149,10560,5597,53,6116,Izabelin,mazowieckie,<20k
JPT_0606042,krasnostawski,804,80,496,903,653,8028,2689,"33,5",2936,Izbica,lubelskie,<20k
JPT_0418083,włocławski,595,112,687,1060,669,7650,2736,"35,8",3123,Izbica Kujawska,kujawsko-pomorskie,<20k
JPT_1611012,strzelecki,421,69,506,649,411,5413,1792,"33,1",2056,Izbicko,opolskie,<20k
JPT_2807011,iławski,3500,789,3470,5244,3902,33206,14993,"45,2",16905,Iława,warmińsko-mazurskie,20k-50k
JPT_2807032,iławski,690,337,1151,1809,993,13073,4175,"31,9",4980,Iława,warmińsko-mazurskie,<20k
JPT_0810043,żagański,581,128,725,1072,751,6777,3066,"45,2",3257,Iłowa,lubuskie,<20k
JPT_2803032,działdowski,596,134,628,1042,621,7169,2561,"35,7",3021,Iłowo-Osada,warmińsko-mazurskie,<20k
JPT_1428032,sochaczewski,457,73,442,654,409,6118,1734,"28,3",2035,Iłów,mazowieckie,<20k
JPT_1425033,radomski,1428,197,1225,1931,1418,14571,5712,"39,2",6199,Iłża,mazowieckie,<20k
JPT_3214053,stargardzki,338,94,318,511,385,3318,1534,"46,2",1646,Ińsko,zachodniopomorskie,<20k
JPT_1211052,nowotarski,637,193,1043,1495,717,18721,3444,"18,4",4085,Jabłonka,małopolskie,<20k
JPT_1408022,legionowski,1291,942,2623,4733,1547,20096,10045,50,11136,Jabłonna,mazowieckie,20k-50k
JPT_0609062,lubelski,518,93,586,1027,557,8107,2492,"30,7",2781,Jabłonna,lubelskie,<20k
JPT_1429042,sokołowski,442,30,308,523,383,4375,1456,"33,3",1686,Jabłonna Lacka,mazowieckie,<20k
JPT_0402073,brodnicki,646,109,650,1093,708,8845,2632,"29,8",3206,Jabłonowo Pomorskie,kujawsko-pomorskie,<20k
JPT_0613022,parczewski,327,36,231,408,306,3828,1224,32,1308,Jabłoń,lubelskie,<20k
JPT_1434062,wołomiński,546,93,677,967,601,7433,2463,"33,1",2884,Jadów,mazowieckie,<20k
JPT_1405052,grodziski (mazowieckie),846,259,1417,2001,1057,12638,4767,"37,7",5580,Jaktorów,mazowieckie,<20k
JPT_1412082,miński,334,71,451,671,370,5103,1647,"32,3",1897,Jakubów,mazowieckie,<20k
JPT_0407053,inowrocławski,1162,275,1263,2137,1319,12961,5518,"42,6",6156,Janikowo,kujawsko-pomorskie,<20k
JPT_0206052,karkonoski,328,66,321,580,432,4274,1550,"36,3",1727,Janowice Wielkie,dolnośląskie,<20k
JPT_0614032,puławski,338,69,323,511,355,3666,1427,"38,9",1596,Janowiec,lubelskie,<20k
JPT_2811012,nidzicki,230,39,205,385,267,3193,996,"31,2",1126,Janowiec Kościelny,warmińsko-mazurskie,<20k
JPT_0419033,żniński,809,119,731,1090,877,8883,3174,"35,7",3626,Janowiec Wielkopolski,kujawsko-pomorskie,<20k
JPT_2811022,nidzicki,211,43,170,271,216,2633,776,"29,5",911,Janowo,warmińsko-mazurskie,<20k
JPT_2404032,częstochowski,452,83,511,821,553,5958,2059,"34,6",2420,Janów,śląskie,<20k
JPT_2011022,sokólski,331,36,294,409,303,4002,1180,"29,5",1373,Janów,podlaskie,<20k
JPT_0605053,janowski,1300,197,1148,1972,1354,15643,5462,"34,9",5971,Janów Lubelski,lubelskie,<20k
JPT_0601052,bialski,417,80,380,608,495,5257,1800,"34,2",1980,Janów Podlaski,lubelskie,<20k
JPT_3006013,jarociński,628,134,797,1164,704,8021,2810,35,3427,Jaraczewo,wielkopolskie,<20k
JPT_0618032,tomaszowski (lubelskie),362,20,178,400,292,3333,1156,"34,7",1252,Jarczów,lubelskie,<20k
JPT_3006023,jarociński,4233,953,5388,7229,4585,45801,19102,"41,7",22388,Jarocin,wielkopolskie,20k-50k
JPT_1812022,niżański,285,32,257,402,294,5368,1156,"21,5",1270,Jarocin,podkarpackie,<20k
JPT_1804011,jarosławski,3641,481,2908,4653,3543,37073,14114,"38,1",15226,Jarosław,podkarpackie,20k-50k
JPT_1804042,jarosławski,778,145,884,1430,956,13228,3846,"29,1",4193,Jarosław,podkarpackie,<20k
JPT_2402052,bielski (śląskie),1814,623,2603,4105,2046,24681,9892,"40,1",11191,Jasienica,śląskie,20k-50k
JPT_1802052,brzozowski,351,65,483,693,442,7853,1862,"23,7",2034,Jasienica Rosielna,podkarpackie,<20k
JPT_1406062,grójecki,457,81,410,769,405,5356,1848,"34,5",2122,Jasieniec,mazowieckie,<20k
JPT_0811043,żarski,612,109,595,955,711,6962,2640,"37,9",2982,Jasień,lubuskie,<20k
JPT_2008022,moniecki,228,46,165,318,197,2711,835,"30,8",954,Jasionówka,podlaskie,<20k
JPT_2211023,pucki,333,62,318,614,347,3626,1411,"38,9",1674,Jastarnia,pomorskie,<20k
JPT_0609072,lubelski,1030,326,1386,2369,1234,14351,5758,"40,1",6345,Jastków,lubelskie,<20k
JPT_3031023,złotowski,993,237,911,1511,1151,11415,4112,36,4803,Jastrowie,wielkopolskie,<20k
JPT_1430022,szydłowiecki,312,65,370,590,382,5158,1368,"26,5",1719,Jastrząb,mazowieckie,<20k
JPT_1425042,radomski,384,77,585,787,535,7016,2022,"28,8",2368,Jastrzębia,mazowieckie,<20k
JPT_2467011,Jastrzębie-Zdrój,9649,1617,7584,12919,6727,88038,35390,"40,2",38496,Jastrzębie-Zdrój,śląskie,50k-100k
JPT_1805011,jasielski,3270,433,2445,4305,3074,34542,12696,"36,8",13527,Jasło,podkarpackie,20k-50k
JPT_1805042,jasielski,984,181,1045,1781,1108,16227,4640,"28,6",5099,Jasło,podkarpackie,<20k
JPT_0205011,jaworski,2281,370,1928,3018,2730,22462,9508,"42,3",10327,Jawor,dolnośląskie,20k-50k
JPT_1814042,przeworski,421,53,353,553,374,4406,1589,"36,1",1754,Jawornik Polski,podkarpackie,<20k
JPT_2402062,bielski (śląskie),781,196,824,1261,680,7443,3343,"44,9",3742,Jaworze,śląskie,<20k
JPT_2468011,Jaworzno,8498,1802,9486,14610,9202,90368,39914,"44,2",43598,Jaworzno,śląskie,50k-100k
JPT_0219043,świdnicki (dolnośląskie),770,140,927,1372,1003,10222,3717,"36,4",4212,Jaworzyna Śląska,dolnośląskie,<20k
JPT_1807102,krośnieński (podkarpackie),148,27,127,211,126,2170,564,26,639,Jaśliska,podkarpackie,<20k
JPT_2008032,moniecki,358,31,284,428,314,4801,1311,"27,3",1415,Jaświły,podlaskie,<20k
JPT_1807043,krośnieński (podkarpackie),1085,108,949,1608,1134,15335,4491,"29,3",4884,Jedlicze,podkarpackie,<20k
JPT_0221021,wałbrzyski,522,83,424,672,527,4789,2034,"42,5",2228,Jedlina-Zdrój,dolnośląskie,<20k
JPT_1425052,radomski,815,178,1178,1707,1021,14623,4326,"29,6",4899,Jedlińsk,mazowieckie,<20k
JPT_1425062,radomski,813,233,1099,1661,973,12882,4174,"32,4",4779,Jedlnia-Letnisko,mazowieckie,<20k
JPT_1422042,przasnyski,422,73,484,749,440,7023,1911,"27,2",2168,Jednorożec,mazowieckie,<20k
JPT_2007013,łomżyński,348,44,276,469,318,5234,1222,"23,3",1455,Jedwabne,podlaskie,<20k
JPT_2817032,szczycieński,284,64,308,505,298,3611,1287,"35,6",1459,Jedwabno,warmińsko-mazurskie,<20k
JPT_2412032,rybnicki,270,87,479,693,339,4185,1658,"39,6",1868,Jejkowice,śląskie,<20k
JPT_0215033,oławski,1760,454,2737,3580,2618,23296,9694,"41,6",11149,Jelcz-Laskowice,dolnośląskie,20k-50k
JPT_0261011,Jelenia Góra,10088,1547,7497,11255,9186,78335,35876,"45,8",39573,Jelenia Góra,dolnośląskie,50k-100k
JPT_2012032,suwalski,214,41,201,333,216,3156,928,"29,4",1005,Jeleniewo,podlaskie,<20k
JPT_2417042,żywiecki,913,207,1139,1739,946,13210,4271,"32,3",4944,Jeleśnia,śląskie,<20k
JPT_1611022,strzelecki,498,93,622,803,490,7224,2295,"31,8",2506,Jemielnica,opolskie,<20k
JPT_0204022,górowski,232,28,189,290,254,2967,858,"28,9",993,Jemielno,dolnośląskie,<20k
JPT_0203032,głogowski,281,153,533,1016,384,5347,2181,"40,8",2367,Jerzmanowa,dolnośląskie,<20k
JPT_1206042,krakowski,980,244,1268,1868,998,10955,4666,"42,6",5358,Jerzmanowice-Przeginia,małopolskie,<20k
JPT_0409022,mogileński,435,65,447,715,478,4833,1830,"37,9",2140,Jeziora Wielkie,kujawsko-pomorskie,<20k
JPT_2814063,olsztyński,551,118,606,965,719,7601,2645,"34,8",2959,Jeziorany,warmińsko-mazurskie,<20k
JPT_0608042,lubartowski,252,26,176,292,247,2722,883,"32,4",993,Jeziorzany,lubelskie,<20k
JPT_0414042,świecki,548,160,619,1037,726,8055,2697,"33,5",3090,Jeżewo,kujawsko-pomorskie,<20k
JPT_1812032,niżański,423,46,450,670,357,10100,1757,"17,4",1946,Jeżowe,podkarpackie,<20k
JPT_1021042,brzeziński,304,51,281,464,279,3328,1254,"37,7",1379,Jeżów,łódzkie,<20k
JPT_0206062,karkonoski,483,191,636,1190,661,7548,2883,"38,2",3161,Jeżów Sudecki,dolnośląskie,<20k
JPT_1803052,dębicki,324,53,315,478,309,5310,1334,"25,1",1479,Jodłowa,podkarpackie,<20k
JPT_1207042,limanowski,547,109,712,961,532,8717,2464,"28,3",2861,Jodłownik,małopolskie,<20k
JPT_1420062,płoński,253,30,264,371,243,2650,979,"36,9",1161,Joniec,mazowieckie,<20k
JPT_2814072,olsztyński,451,212,774,1372,681,7495,3018,"40,3",3490,Jonkowo,warmińsko-mazurskie,<20k
JPT_1215011,suski,529,84,540,810,517,5152,2199,"42,7",2480,Jordanów,małopolskie,<20k
JPT_1215052,suski,708,199,1052,1369,782,11240,3490,31,4111,Jordanów,małopolskie,<20k
