JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_2815083,ostródzki,1962,416,2137,3156,2316,23973,8783,"36,6",9987,Morąg,warmińsko-mazurskie,20k-50k
JPT_3021103,poznański,2746,1082,4838,6391,3046,33767,16090,"47,7",18103,Mosina,wielkopolskie,20k-50k
JPT_2613032,włoszczowski,303,17,205,332,283,2618,1041,"39,8",1140,Moskorzew,świętokrzyskie,<20k
JPT_1205072,gorlicki,276,62,311,490,322,5026,1220,"24,3",1461,Moszczenica,małopolskie,<20k
JPT_1010062,piotrkowski,1034,251,1169,1798,1091,12917,4613,"35,7",5343,Moszczenica,łódzkie,<20k
JPT_2008063,moniecki,1096,107,865,1320,1030,14795,4048,"27,4",4418,Mońki,podlaskie,<20k
JPT_0410023,nakielski,668,226,846,1343,829,9193,3199,"34,8",3912,Mrocza,kujawsko-pomorskie,<20k
JPT_1412123,miński,760,137,800,1267,736,8699,3159,"36,3",3700,Mrozy,mazowieckie,<20k
JPT_2810011,mrągowski,2134,284,1845,2918,2297,21302,8474,"39,8",9478,Mrągowo,warmińsko-mazurskie,20k-50k
JPT_2810032,mrągowski,433,121,539,953,595,8023,2254,"28,1",2641,Mrągowo,warmińsko-mazurskie,<20k
JPT_2404102,częstochowski,844,191,1054,1694,991,10846,4257,"39,2",4774,Mstów,śląskie,<20k
JPT_2415092,wodzisławski,600,144,761,1120,625,7684,2957,"38,5",3250,Mszana,śląskie,<20k
JPT_1207021,limanowski,670,159,758,1065,540,7899,2833,"35,9",3192,Mszana Dolna,małopolskie,<20k
JPT_1207092,limanowski,958,197,1329,1927,992,17618,4744,"26,9",5403,Mszana Dolna,małopolskie,<20k
JPT_1438023,żyrardowski,964,194,1089,1691,956,11440,4243,"37,1",4894,Mszczonów,mazowieckie,<20k
JPT_1218052,wadowicki,297,70,413,614,345,4137,1538,"37,2",1739,Mucharz,małopolskie,<20k
JPT_3021113,poznański,1127,478,2295,3133,1878,16942,7693,"45,4",8911,Murowana Goślina,wielkopolskie,<20k
JPT_1609062,opolski (opolskie),462,92,364,608,372,5277,1659,"31,4",1898,Murów,opolskie,<20k
JPT_1210113,nowosądecki,911,271,1146,1627,960,11535,4410,"38,2",4915,Muszyna,małopolskie,<20k
JPT_3007072,kaliski,397,70,374,651,412,4862,1535,"31,6",1904,Mycielin,wielkopolskie,<20k
JPT_2404112,częstochowski,1166,302,1438,2374,1342,15164,5703,"37,6",6622,Mykanów,śląskie,<20k
JPT_2409011,myszkowski,3122,535,2841,4829,3361,31261,13179,"42,2",14688,Myszków,śląskie,20k-50k
JPT_1415083,ostrołęcki,632,98,614,1103,640,10396,2774,"26,7",3087,Myszyniec,mazowieckie,<20k
JPT_0206072,karkonoski,779,250,853,1398,1007,10104,3873,"38,3",4287,Mysłakowice,dolnośląskie,<20k
JPT_2470011,Mysłowice,6825,1798,8945,12222,7323,74559,33920,"45,5",37113,Mysłowice,śląskie,50k-100k
JPT_1209033,myślenicki,3152,1002,4844,6574,3345,44519,16841,"37,8",18917,Myślenice,małopolskie,20k-50k
JPT_3210043,myśliborski,1894,321,1443,2675,2133,19567,7701,"39,4",8466,Myślibórz,zachodniopomorskie,<20k
JPT_0205032,jaworski,360,100,434,725,440,5007,1814,"36,2",2059,Męcinka,dolnośląskie,<20k
JPT_1204042,dąbrowski,317,41,214,412,221,3404,1100,"32,3",1205,Mędrzechów,małopolskie,<20k
JPT_1413011,mławski,2681,504,3584,4702,3141,31129,12680,"40,7",14612,Mława,mazowieckie,20k-50k
JPT_1428042,sochaczewski,431,111,558,771,505,5559,2092,"37,6",2376,Młodzieszyn,mazowieckie,<20k
JPT_2804063,elbląski,345,105,419,652,405,4411,1732,"39,3",1926,Młynary,warmińsko-mazurskie,<20k
JPT_1411052,makowski,142,33,174,257,142,1734,629,"36,3",748,Młynarze,mazowieckie,<20k
JPT_0205042,jaworski,344,67,321,538,409,4029,1560,"38,7",1679,Mściwojów,dolnośląskie,<20k
JPT_1421052,pruszkowski,991,564,2114,3072,1257,14353,7101,"49,5",7998,Nadarzyn,mazowieckie,<20k
JPT_2602042,jędrzejowski,493,81,491,671,476,4867,1905,"39,1",2212,Nagłowice,świętokrzyskie,<20k
JPT_0410033,nakielski,2811,762,3285,5020,3136,31552,12910,"40,9",15014,Nakło nad Notecią,kujawsko-pomorskie,20k-50k
JPT_1606023,namysłowski,2604,477,2491,3743,2537,26210,10851,"41,4",11852,Namysłów,opolskie,20k-50k
JPT_2005082,hajnowski,387,19,170,317,276,3417,1098,"32,1",1169,Narew,podlaskie,<20k
JPT_2005092,hajnowski,343,26,144,314,314,3530,1057,"29,9",1141,Narewka,podlaskie,<20k
JPT_1809053,lubaczowski,718,80,501,954,642,7871,2646,"33,6",2895,Narol,podkarpackie,<20k
JPT_1420072,płoński,494,74,527,826,503,6298,2113,"33,6",2424,Naruszewo,mazowieckie,<20k
JPT_1414043,nowodworski (mazowieckie),1452,456,2291,3176,1811,19943,7741,"38,8",9187,Nasielsk,mazowieckie,<20k
JPT_1210122,nowosądecki,358,104,636,878,429,8788,2140,"24,4",2405,Nawojowa,małopolskie,<20k
JPT_0614083,puławski,911,130,778,1216,842,8881,3570,"40,2",3877,Nałęczów,lubelskie,<20k
JPT_3030033,wrzesiński,488,218,997,1359,667,7617,3259,"42,8",3729,Nekla,wielkopolskie,<20k
JPT_2811043,nidzicki,1792,358,1761,3005,1987,20888,8116,"38,9",8903,Nidzica,warmińsko-mazurskie,20k-50k
JPT_1005092,łowicki,920,208,1018,1664,1014,9357,4306,46,4824,Nieborów,łódzkie,<20k
JPT_1819032,strzyżowski,638,71,564,1047,595,10537,2727,"25,9",2915,Niebylec,podkarpackie,<20k
JPT_3003082,gnieźnieński,377,112,661,849,456,6036,1985,"32,9",2455,Niechanowo,wielkopolskie,<20k
JPT_0204032,górowski,352,61,297,503,410,4801,1432,"29,8",1623,Niechlów,dolnośląskie,<20k
JPT_0609102,lubelski,854,203,1050,1646,917,11893,4224,"35,5",4670,Niedrzwica Duża,lubelskie,<20k
JPT_0608092,lubartowski,400,59,295,646,321,6139,1562,"25,4",1721,Niedźwiada,lubelskie,<20k
JPT_1207102,limanowski,303,72,442,578,375,7379,1501,"20,3",1770,Niedźwiedź,małopolskie,<20k
JPT_0810062,żagański,322,62,313,482,406,4341,1422,"32,8",1585,Niegosławice,lubuskie,<20k
JPT_2409032,myszkowski,462,66,466,708,456,5604,1926,"34,4",2158,Niegowa,śląskie,<20k
JPT_0620072,zamojski,561,53,360,639,461,5387,1882,"34,9",2074,Nielisz,lubelskie,<20k
JPT_0609112,lubelski,1261,361,1818,3135,1534,20042,7491,"37,4",8109,Niemce,lubelskie,20k-50k
JPT_0202073,dzierżoniowski,521,66,373,654,519,5411,1864,"34,4",2133,Niemcza,dolnośląskie,<20k
JPT_1609073,opolski (opolskie),1160,221,1096,1756,1288,13117,5115,39,5521,Niemodlin,opolskie,<20k
JPT_1408032,legionowski,1194,578,1941,3151,1401,14841,7375,"49,7",8265,Nieporęt,mazowieckie,<20k
JPT_1219043,wielicki,1899,622,3840,4993,2406,29638,12100,"40,8",13760,Niepołomice,małopolskie,20k-50k
JPT_0401031,aleksandrowski,174,38,145,280,189,1834,737,"40,2",826,Nieszawa,kujawsko-pomorskie,<20k
JPT_1812053,niżański,1406,206,1506,2270,1519,22186,6351,"28,6",6907,Nisko,podkarpackie,20k-50k
JPT_1806042,kolbuszowski,328,31,285,453,252,6066,1241,"20,5",1349,Niwiska,podkarpackie,<20k
JPT_1009032,pajęczański,397,49,369,583,390,4535,1626,"35,9",1788,Nowa Brzeźnica,łódzkie,<20k
JPT_1820043,tarnobrzeski,1389,169,1088,1799,1289,17890,5341,"29,9",5734,Nowa Dęba,podkarpackie,<20k
JPT_2206072,kościerski,425,170,652,941,525,7057,2260,32,2713,Nowa Karczma,pomorskie,<20k
JPT_0208041,kłodzki,2539,346,1678,2817,2421,21643,9010,"41,6",9801,Nowa Ruda,dolnośląskie,20k-50k
JPT_0208112,kłodzki,920,193,962,1501,1137,11440,4158,"36,3",4713,Nowa Ruda,dolnośląskie,<20k
JPT_1808053,leżajski,1235,181,1199,1775,1304,21489,5068,"23,6",5694,Nowa Sarzyna,podkarpackie,20k-50k
JPT_1428052,sochaczewski,499,144,688,1010,514,6702,2500,"37,3",2855,Nowa Sucha,mazowieckie,<20k
JPT_0804011,nowosolski,4393,757,3766,5428,4219,38191,17056,"44,7",18563,Nowa Sól,lubuskie,20k-50k
JPT_0804052,nowosolski,485,157,639,1007,571,6992,2543,"36,4",2859,Nowa Sól,lubuskie,<20k
JPT_2604133,kielecki,763,136,784,1130,850,9361,3349,"35,8",3663,Nowa Słupia,świętokrzyskie,<20k
JPT_2208042,lęborski,851,287,1260,1931,1133,13786,4760,"34,5",5462,Nowa Wieś Lęborska,pomorskie,<20k
JPT_0403052,bydgoski,739,264,1040,1846,904,10309,4233,"41,1",4793,Nowa Wieś Wielka,kujawsko-pomorskie,<20k
JPT_0414063,świecki,872,173,754,1362,869,10103,3389,"33,5",4030,Nowe,kujawsko-pomorskie,<20k
JPT_1214033,proszowicki,505,108,536,731,505,5676,2077,"36,6",2385,Nowe Brzesko,małopolskie,<20k
JPT_0804063,nowosolski,418,54,423,640,491,5333,1737,"32,6",2026,Nowe Miasteczko,lubuskie,<20k
JPT_1420082,płoński,396,81,477,692,457,4665,1856,"39,8",2103,Nowe Miasto,mazowieckie,<20k
JPT_2812011,nowomiejski,1057,247,1084,1658,1090,10709,4333,"40,5",5136,Nowe Miasto Lubawskie,warmińsko-mazurskie,<20k
JPT_2812052,nowomiejski,521,166,767,1117,611,8311,2526,"30,4",3182,Nowe Miasto Lubawskie,warmińsko-mazurskie,<20k
JPT_1406083,grójecki,760,138,728,994,833,7615,3103,"40,7",3453,Nowe Miasto nad Pilicą,mazowieckie,<20k
JPT_3025032,średzki (wielkopolskie),657,149,922,1324,765,8984,3155,"35,1",3817,Nowe Miasto nad Wartą,wielkopolskie,<20k
JPT_1002082,kutnowski,295,40,278,523,298,3398,1185,"34,9",1434,Nowe Ostrowy,łódzkie,<20k
JPT_2013072,wysokomazowiecki,338,46,223,332,250,3816,1056,"27,7",1189,Nowe Piekuty,podlaskie,<20k
JPT_3017023,ostrowski (wielkopolskie),1074,228,1564,2225,1313,15625,5663,"36,2",6404,Nowe Skalmierzyce,wielkopolskie,<20k
JPT_3211033,policki,136,40,130,247,209,1624,679,"41,8",762,Nowe Warpno,zachodniopomorskie,<20k
JPT_2001052,augustowski,266,24,156,302,200,2942,866,"29,4",948,Nowinka,podlaskie,<20k
JPT_2604172,kielecki,681,176,807,1315,657,7919,3329,42,3636,Nowiny,świętokrzyskie,<20k
JPT_0616032,rycki,311,39,302,476,293,4054,1233,"30,4",1421,Nowodwór,lubelskie,<20k
JPT_3204043,goleniowski,2144,451,2202,3571,2457,24515,9413,"38,4",10825,Nowogard,zachodniopomorskie,20k-50k
JPT_0201043,bolesławiecki,978,163,1145,1737,1209,15229,4667,"30,6",5232,Nowogrodziec,dolnośląskie,<20k
JPT_2007043,łomżyński,268,42,211,426,238,3995,1075,"26,9",1185,Nowogród,podlaskie,<20k
JPT_0809053,zielonogórski,766,204,998,1484,924,9381,4005,"42,7",4376,Nowogród Bobrzański,lubuskie,<20k
JPT_3210052,myśliborski,189,50,275,410,297,3354,1068,"31,8",1221,Nowogródek Pomorski,zachodniopomorskie,<20k
JPT_1006082,łódzki wschodni,355,194,529,1021,471,5159,2364,"45,8",2571,Nowosolna,łódzkie,<20k
JPT_1419092,płocki,332,68,404,636,377,3979,1493,"37,5",1817,Nowy Duninów,mazowieckie,<20k
JPT_2011062,sokólski,262,13,149,259,196,2573,827,"32,1",879,Nowy Dwór,podlaskie,<20k
JPT_2210023,nowodworski (pomorskie),1346,368,1684,2532,1636,17607,6759,"38,4",7566,Nowy Dwór Gdański,pomorskie,<20k
JPT_1414011,nowodworski (mazowieckie),2787,787,4009,5247,2971,28691,14138,"49,3",15801,Nowy Dwór Mazowiecki,mazowieckie,20k-50k
JPT_1015072,skierniewicki,294,48,342,456,286,3373,1280,"37,9",1426,Nowy Kawęczyn,łódzkie,<20k
JPT_2601033,buski,632,70,434,756,544,5788,2179,"37,6",2436,Nowy Korczyn,świętokrzyskie,<20k
JPT_2209073,malborski,567,142,626,995,705,7580,2541,"33,5",3035,Nowy Staw,pomorskie,<20k
JPT_1262011,Nowy Sącz,7423,1410,7727,11394,7116,83558,32301,"38,7",35070,Nowy Sącz,małopolskie,50k-100k
JPT_1211011,nowotarski,2915,521,2848,4151,2452,33257,11641,35,12887,Nowy Targ,małopolskie,20k-50k
JPT_1211092,nowotarski,1355,250,1526,2202,1259,24131,5830,"24,2",6592,Nowy Targ,małopolskie,20k-50k
JPT_3015043,nowotomyski,2161,606,3460,4352,2552,27194,10910,"40,1",13131,Nowy Tomyśl,wielkopolskie,20k-50k
JPT_1201063,bocheński,941,349,1509,2204,1026,14250,5136,36,6029,Nowy Wiśnicz,małopolskie,<20k
JPT_1805072,jasielski,508,60,419,672,512,8933,1981,"22,2",2171,Nowy Żmigród,podkarpackie,<20k
JPT_1802062,brzozowski,749,72,478,879,589,7912,2556,"32,3",2767,Nozdrzec,podkarpackie,<20k
JPT_1416062,ostrowski (mazowieckie),318,54,179,322,207,2623,939,"35,8",1080,Nur,mazowieckie,<20k
JPT_2010072,siemiatycki,393,13,149,295,255,3688,987,"26,8",1105,Nurzec-Stacja,podlaskie,<20k
JPT_1607053,nyski,6512,1068,5391,8392,5938,56573,25429,"44,9",27301,Nysa,opolskie,50k-100k
JPT_2411062,raciborski,514,117,679,960,575,7446,2617,"35,1",2845,Nędza,śląskie,<20k
JPT_3016013,obornicki,2773,987,4358,5804,3398,34185,15043,44,17320,Oborniki,wielkopolskie,20k-50k
JPT_0220013,trzebnicki,1979,541,2278,3575,2127,20287,9432,"46,5",10500,Oborniki Śląskie,dolnośląskie,20k-50k
JPT_2609062,sandomierski,623,66,522,852,589,6381,2369,"37,1",2652,Obrazów,świętokrzyskie,<20k
JPT_0415072,toruński,905,534,2147,3127,1358,18299,6916,"37,8",8071,Obrowo,kujawsko-pomorskie,<20k
JPT_1424022,pułtuski,431,61,437,677,423,4782,1726,"36,1",2029,Obryte,mazowieckie,<20k
JPT_3024011,szamotulski,213,76,342,487,236,2385,1074,45,1354,Obrzycko,wielkopolskie,<20k
JPT_3024042,szamotulski,311,102,526,675,395,4498,1612,"35,8",2009,Obrzycko,wielkopolskie,<20k
JPT_0602102,biłgorajski,303,47,200,399,289,4214,1165,"27,6",1238,Obsza,lubelskie,<20k
JPT_1211102,nowotarski,396,97,605,895,459,8503,2181,"25,6",2452,Ochotnica Dolna,małopolskie,<20k
JPT_3017033,ostrowski (wielkopolskie),1019,186,1179,1990,1142,14674,4719,"32,2",5516,Odolanów,wielkopolskie,<20k
JPT_1423042,przysuski,356,35,340,537,322,3695,1116,"30,2",1590,Odrzywół,mazowieckie,<20k
JPT_2416063,zawierciański,955,161,827,1478,935,9018,3954,"43,8",4356,Ogrodzieniec,śląskie,<20k
JPT_1402062,ciechanowski,306,64,364,513,331,4279,1381,"32,3",1578,Ojrzeń,mazowieckie,<20k
JPT_3031053,złotowski,768,148,744,1268,786,8441,3195,"37,9",3714,Okonek,wielkopolskie,<20k
JPT_2602052,jędrzejowski,457,87,397,629,458,4533,1796,"39,6",2028,Oksa,świętokrzyskie,<20k
JPT_2813043,olecki,1755,311,1696,2583,1952,21957,7342,"33,4",8297,Olecko,warmińsko-mazurskie,20k-50k
JPT_1204052,dąbrowski,451,60,499,706,439,7928,1956,"24,7",2155,Olesno,małopolskie,<20k
JPT_1608033,oleski,1440,192,1252,1874,1295,17640,5690,"32,3",6053,Olesno,opolskie,<20k
JPT_1809063,lubaczowski,467,74,467,702,511,6296,2038,"32,4",2221,Oleszyce,podkarpackie,<20k
JPT_0214011,oleśnicki,4286,925,4405,5926,3407,36979,17082,"46,2",18949,Oleśnica,dolnośląskie,20k-50k
JPT_0214062,oleśnicki,779,257,1572,2294,1115,14124,5373,38,6017,Oleśnica,dolnośląskie,<20k
JPT_2612033,staszowski,378,47,346,608,332,3843,1496,"38,9",1711,Oleśnica,świętokrzyskie,<20k
JPT_1212053,olkuski,5065,1121,5235,7715,5662,48206,22473,"46,6",24798,Olkusz,małopolskie,20k-50k
JPT_1821042,leski,326,32,290,431,292,4882,1268,26,1371,Olszanica,podkarpackie,<20k
JPT_1601062,brzeski (opolskie),405,69,415,627,434,4874,1759,"36,1",1950,Olszanka,opolskie,<20k
JPT_1410032,łosicki,240,30,184,302,252,2914,883,"30,3",1008,Olszanka,mazowieckie,<20k
JPT_1415092,ostrołęcki,588,186,926,1446,764,10789,3557,33,3910,Olszewo-Borki,mazowieckie,<20k
JPT_2862011,Olsztyn,19163,4325,21037,28198,17966,171249,82534,"48,2",90689,Olsztyn,warmińsko-mazurskie,>100k
JPT_2404122,częstochowski,638,153,676,1289,727,7835,3054,39,3483,Olsztyn,śląskie,<20k
JPT_2814093,olsztyński,1116,240,1285,2083,1418,13630,5654,"41,5",6142,Olsztynek,warmińsko-mazurskie,<20k
JPT_0210053,lubański,561,107,460,797,582,6472,2266,35,2507,Olszyna,dolnośląskie,<20k
JPT_3009092,kolski,351,34,286,484,325,4471,1164,26,1480,Olszówka,wielkopolskie,<20k
JPT_3015053,nowotomyski,1378,372,1968,2633,1552,16357,6408,"39,2",7903,Opalenica,wielkopolskie,<20k
JPT_2603043,kazimierski,350,39,266,416,326,3230,1223,"37,9",1397,Opatowiec,świętokrzyskie,<20k
JPT_2406052,kłobucki,520,90,578,868,496,6805,2304,"33,9",2552,Opatów,śląskie,<20k
JPT_2606043,opatowski,1168,149,917,1709,1300,11532,4656,"40,4",5243,Opatów,świętokrzyskie,<20k
JPT_3007083,kaliski,933,149,969,1568,861,10787,3900,"36,2",4480,Opatówek,wielkopolskie,<20k
JPT_1402072,ciechanowski,492,104,602,935,487,5937,2256,38,2620,Opinogóra Górna,mazowieckie,<20k
JPT_1007043,opoczyński,2638,598,3422,4842,3346,33777,12959,"38,4",14846,Opoczno,łódzkie,20k-50k
JPT_1661011,Opole,15293,2960,16392,20676,12679,127839,63028,"49,3",68001,Opole,opolskie,>100k
JPT_0612053,opolski (lubelskie),1489,202,1304,2149,1473,16980,5967,"35,1",6617,Opole Lubelskie,lubelskie,<20k
JPT_1002092,kutnowski,243,34,254,360,222,2487,936,"37,6",1113,Oporów,łódzkie,<20k
JPT_3023032,słupecki,339,69,337,537,366,3800,1362,"35,8",1648,Orchowo,wielkopolskie,<20k
JPT_2003062,bielski (podlaskie),347,11,93,171,159,2638,715,"27,1",781,Orla,podlaskie,<20k
JPT_2809053,lidzbarski,1040,138,779,1407,1072,11816,3974,"33,6",4436,Orneta,warmińsko-mazurskie,<20k
JPT_2408042,mikołowski,451,158,704,1121,491,6179,2694,"43,6",2925,Ornontowice,śląskie,<20k
JPT_1430042,szydłowiecki,379,70,450,662,411,5953,1624,"27,3",1972,Orońsko,mazowieckie,<20k
JPT_2408031,mikołowski,1562,470,2300,3219,1690,21290,8497,"39,9",9241,Orzesze,śląskie,20k-50k
JPT_2816023,piski,722,87,754,1103,726,8830,3050,"34,5",3392,Orzysz,warmińsko-mazurskie,<20k
JPT_1813072,przemyski,535,109,634,945,616,8873,2549,"28,7",2839,Orły,podkarpackie,<20k
JPT_0414072,świecki,405,104,489,730,485,5511,1934,"35,1",2213,Osie,kujawsko-pomorskie,<20k
JPT_1417062,otwocki,313,54,358,565,297,3673,1437,"39,1",1587,Osieck,mazowieckie,<20k
JPT_3013033,leszczyński,725,147,912,1363,740,9314,3367,"36,1",3887,Osieczna,wielkopolskie,<20k
JPT_2213072,starogardzki,166,28,243,363,218,2887,870,"30,1",1018,Osieczna,pomorskie,<20k
JPT_0201052,bolesławiecki,408,115,664,916,514,7288,2361,"32,4",2617,Osiecznica,dolnośląskie,<20k
JPT_0402082,brodnicki,295,65,368,533,305,4022,1369,34,1566,Osiek,kujawsko-pomorskie,<20k
JPT_1213052,oświęcimski,707,150,814,1388,749,8271,3256,"39,4",3808,Osiek,małopolskie,<20k
JPT_2213082,starogardzki,225,53,229,363,231,2373,990,"41,7",1101,Osiek,pomorskie,<20k
JPT_2612043,staszowski,631,78,568,972,601,7622,2446,"32,1",2850,Osiek,świętokrzyskie,<20k
JPT_1805082,jasielski,242,16,218,410,271,5357,927,"17,3",1157,Osiek Jasielski,podkarpackie,<20k
JPT_3009102,kolski,339,83,464,774,430,6152,1770,"28,8",2090,Osiek Mały,wielkopolskie,<20k
JPT_0403062,bydgoski,922,658,2242,3507,1359,15347,8051,"52,5",8688,Osielsko,kujawsko-pomorskie,<20k
JPT_3204052,goleniowski,218,83,283,498,269,3024,1106,"36,6",1351,Osina,zachodniopomorskie,<20k
JPT_0411042,radziejowski,728,149,784,1216,691,7529,3065,"40,7",3568,Osięciny,kujawsko-pomorskie,<20k
JPT_1017052,wieluński,441,81,477,668,427,4740,1866,"39,4",2094,Osjaków,łódzkie,<20k
JPT_2210032,nowodworski (pomorskie),236,69,307,453,304,3206,1158,"36,1",1369,Ostaszewo,pomorskie,<20k
JPT_3024053,szamotulski,419,122,654,853,499,4931,2267,46,2547,Ostroróg,wielkopolskie,<20k
JPT_2607011,ostrowiecki,7943,959,5108,9031,8119,67404,28241,"41,9",31161,Ostrowiec Świętokrzyski,świętokrzyskie,50k-100k
JPT_3023042,słupecki,432,112,576,828,480,5054,2089,"41,3",2428,Ostrowite,wielkopolskie,<20k
JPT_1461011,Ostrołęka,4806,885,4590,7055,5680,51656,21177,41,23016,Ostrołęka,mazowieckie,50k-100k
JPT_3018073,ostrzeszowski,2170,365,2097,3273,2041,23845,8700,"36,5",9946,Ostrzeszów,wielkopolskie,20k-50k
JPT_2815011,ostródzki,3485,607,2947,5036,3541,32714,13857,"42,4",15616,Ostróda,warmińsko-mazurskie,20k-50k
JPT_2815092,ostródzki,944,258,1313,2170,1313,16094,5130,"31,9",5998,Ostróda,warmińsko-mazurskie,<20k
JPT_1815022,ropczycko-sędziszowski,403,44,462,726,383,7346,1851,"25,2",2018,Ostrów,podkarpackie,<20k
JPT_0608103,lubartowski,365,31,324,512,390,5226,1471,"28,1",1622,Ostrów Lubelski,lubelskie,<20k
JPT_1416011,ostrowski (mazowieckie),2054,317,1879,3036,2148,22216,8508,"38,3",9434,Ostrów Mazowiecka,mazowieckie,20k-50k
JPT_1416072,ostrowski (mazowieckie),828,127,895,1440,848,12880,3712,"28,8",4138,Ostrów Mazowiecka,mazowieckie,<20k
JPT_3017011,ostrowski (wielkopolskie),8111,1508,7325,11296,7564,71560,32578,"45,5",35804,Ostrów Wielkopolski,wielkopolskie,50k-100k
JPT_3017042,ostrowski (wielkopolskie),1393,300,1750,2914,1508,19162,6796,"35,5",7865,Ostrów Wielkopolski,wielkopolskie,<20k
JPT_0608112,lubartowski,303,26,189,348,245,3794,894,"23,6",1111,Ostrówek,lubelskie,<20k
JPT_1017062,wieluński,413,64,349,651,419,4473,1685,"37,7",1896,Ostrówek,łódzkie,<20k
JPT_1607063,nyski,1213,226,1139,1883,1372,13355,5392,"40,4",5833,Otmuchów,opolskie,<20k
JPT_1417021,otwocki,4892,1262,5332,8085,4086,44317,20607,"46,5",23657,Otwock,mazowieckie,20k-50k
JPT_0804073,nowosolski,467,145,736,1115,570,7079,2706,"38,2",3033,Otyń,lubuskie,<20k
JPT_1609083,opolski (opolskie),1568,277,1508,2415,1591,19449,6725,"34,6",7359,Ozimek,opolskie,<20k
JPT_1020021,zgierski,1925,302,1651,2748,1771,19128,7625,"39,9",8397,Ozorków,łódzkie,<20k
JPT_1020062,zgierski,610,91,570,910,630,7051,2496,"35,4",2811,Ozorków,łódzkie,<20k
JPT_0215011,oławski,3999,733,3897,5386,2986,33087,14830,"44,8",17001,Oława,dolnośląskie,20k-50k
JPT_0215042,oławski,903,352,1435,2329,1260,15218,5332,35,6279,Oława,dolnośląskie,<20k
JPT_0805033,słubicki,384,103,591,865,608,6358,2172,"34,2",2551,Ośno Lubuskie,lubuskie,<20k
JPT_1213011,oświęcimski,4954,849,4112,6090,3958,37569,17472,"46,5",19963,Oświęcim,małopolskie,20k-50k
JPT_1213062,oświęcimski,1615,484,2380,3522,1795,18629,8395,"45,1",9796,Oświęcim,małopolskie,<20k
JPT_2413062,tarnogórski,545,127,692,1054,561,5806,2780,"47,9",2979,Ożarowice,śląskie,<20k
JPT_2606053,opatowski,922,121,845,1339,1091,10559,3934,"37,3",4318,Ożarów,świętokrzyskie,<20k
JPT_1432063,warszawski zachodni,2060,774,4134,4976,2344,26151,12890,"49,3",14288,Ożarów Mazowiecki,mazowieckie,20k-50k
JPT_1008021,pabianicki,8132,1262,6448,9875,6631,63945,29431,46,32348,Pabianice,łódzkie,50k-100k
JPT_1008072,pabianicki,450,144,783,1253,613,7770,2945,"37,9",3243,Pabianice,łódzkie,<20k
JPT_2601043,buski,786,95,582,983,647,7269,2753,"37,9",3093,Pacanów,świętokrzyskie,<20k
JPT_1404032,gostyniński,357,33,280,454,344,3458,1257,"36,4",1468,Pacyna,mazowieckie,<20k
JPT_1607073,nyski,1195,238,1007,1672,1339,12429,4778,"38,4",5451,Paczków,opolskie,<20k
JPT_1811062,mielecki,387,58,362,563,361,5358,1559,"29,1",1731,Padew Narodowa,podkarpackie,<20k
JPT_1009043,pajęczański,1090,216,1032,1625,1052,11491,4662,"40,6",5015,Pajęczno,łódzkie,<20k
JPT_3022042,rawicki,368,83,481,640,417,4902,1573,"32,1",1989,Pakosław,wielkopolskie,<20k
JPT_1607082,nyski,274,52,347,543,345,3496,1383,"39,6",1561,Pakosławice,opolskie,<20k
JPT_0407073,inowrocławski,855,213,906,1529,936,9697,3855,"39,8",4439,Pakość,kujawsko-pomorskie,<20k
JPT_2406062,kłobucki,441,83,479,766,420,5035,1982,"39,4",2189,Panki,śląskie,<20k
JPT_0404052,chełmiński,331,83,381,579,343,4300,1467,"34,1",1717,Papowo Biskupie,kujawsko-pomorskie,<20k
JPT_1426062,siedlecki,221,17,167,300,181,2501,790,"31,6",886,Paprotnia,mazowieckie,<20k
JPT_1007052,opoczyński,357,53,338,530,312,4327,1349,"31,2",1590,Paradyż,łódzkie,<20k
JPT_2201072,bytowski,255,73,360,526,299,3842,1276,"33,2",1513,Parchowo,pomorskie,<20k
JPT_0613043,parczewski,1313,196,1190,1876,1318,14329,5559,"38,8",5893,Parczew,lubelskie,<20k
JPT_1403092,garwoliński,265,63,364,517,301,4143,1239,"29,9",1510,Parysów,mazowieckie,<20k
JPT_1020072,zgierski,393,67,513,734,456,5163,1997,"38,7",2163,Parzęczew,łódzkie,<20k
JPT_2817043,szczycieński,366,81,370,655,487,5294,1726,"32,6",1959,Pasym,warmińsko-mazurskie,<20k
JPT_0205052,jaworski,300,45,330,587,388,4037,1477,"36,6",1650,Paszowice,dolnośląskie,<20k
JPT_2804073,elbląski,1620,314,1921,2730,2013,19205,7468,"38,9",8598,Pasłęk,warmińsko-mazurskie,<20k
JPT_2407072,lubliniecki,433,58,424,636,414,6615,1740,"26,3",1965,Pawonków,śląskie,<20k
JPT_1804062,jarosławski,529,72,639,976,596,8429,2588,"30,7",2812,Pawłosiów,podkarpackie,<20k
JPT_2410042,pszczyński,991,365,1856,2564,1597,18156,6686,"36,8",7373,Pawłowice,śląskie,<20k
JPT_1603042,kędzierzyńsko-kozielski,541,108,508,791,525,7277,2249,"30,9",2473,Pawłowiczki,opolskie,<20k
JPT_2611042,starachowicki,1050,201,1143,1769,1014,15187,4490,"29,6",5177,Pawłów,świętokrzyskie,<20k
