population,total_vacc,new_vacc,total_vacc_2,new_vacc_2,slots_7,slots_30,date,powiat,wojew
47047,55221,272,25906,134,499,955,2021-07-17,Tarnobrzeg,podkarpackie
109062,95969,810,43094,523,786,1404,2021-07-17,Tarnów,małopolskie
202074,167881,1176,75611,907,1558,2451,2021-07-17,Toruń,kujawsko-pomorskie
127831,100467,654,45829,417,211,770,2021-07-17,Tychy,śląskie
1777972,2344020,10490,1083626,8031,40466,111260,2021-07-17,Warszawa,mazowieckie
112594,196390,511,90665,263,1266,4527,2021-07-17,Wałbrzych,dolnośląskie
640648,967933,4094,447100,2938,10399,32104,2021-07-17,Wrocław,dolnośląskie
110802,82200,606,35979,450,6254,15748,2021-07-17,Włocławek,kujawsko-pomorskie
173374,122383,948,55134,664,956,4850,2021-07-17,Zabrze,śląskie
63813,81038,366,37974,236,206,706,2021-07-17,Zamość,lubelskie
140297,138033,514,64581,364,561,1331,2021-07-17,Zielona Góra,lubuskie
55274,125601,189,59523,108,978,1437,2021-07-17,aleksandrowski,kujawsko-pomorskie
58367,38735,153,17713,110,289,355,2021-07-17,augustowski,podlaskie
57916,48954,252,22405,181,233,608,2021-07-17,bartoszycki,warmińsko-mazurskie
112997,63566,589,28385,420,413,1015,2021-07-17,bełchatowski,łódzkie
111391,55406,357,24946,155,374,836,2021-07-17,bialski,lubelskie
33551,30963,159,14148,132,323,576,2021-07-17,białobrzeski,mazowieckie
47846,41226,378,18711,202,104,270,2021-07-17,białogardzki,zachodniopomorskie
148145,57593,222,27334,181,234,523,2021-07-17,białostocki,podlaskie
54863,33071,175,15608,141,209,378,2021-07-17,bielski (podlaskie),podlaskie
165000,94969,682,40489,595,754,1845,2021-07-17,bielski (śląskie),śląskie
59760,35589,283,16524,258,18,84,2021-07-17,bieruńsko-lędziński,śląskie
21879,8669,60,4091,43,374,854,2021-07-17,bieszczadzki,podkarpackie
101435,48141,506,22425,361,425,767,2021-07-17,biłgorajski,lubelskie
106514,67027,661,28509,502,565,1201,2021-07-17,bocheński,małopolskie
90200,65090,367,28921,95,1050,2002,2021-07-17,bolesławiecki,dolnośląskie
41391,26637,342,12385,247,19,21,2021-07-17,braniewski,warmińsko-mazurskie
78898,61781,400,27453,279,434,888,2021-07-17,brodnicki,kujawsko-pomorskie
93206,57073,608,25440,529,343,1081,2021-07-17,brzeski (małopolskie),małopolskie
90275,66738,80,31154,16,70,375,2021-07-17,brzeski (opolskie),opolskie
30890,31455,226,14607,160,154,393,2021-07-17,brzeziński,łódzkie
65713,42540,147,19848,107,1867,4080,2021-07-17,brzozowski,podkarpackie
72058,45387,285,20958,235,108,604,2021-07-17,buski,świętokrzyskie
